model_code,risk_factor_code,score
geology_maintenance_activity_medium_model,financial,50
geology_maintenance_activity_medium_model,reputation,40
geology_maintenance_activity_large_model,competition,55
geology_maintenance_activity_large_model,regulatory,35
geology_maintenance_activity_large_model,demand,45
geology_maintenance_activity_large_model,location,50
geology_maintenance_activity_large_model,staff,40
geology_maintenance_activity_large_model,technology,30
geology_maintenance_activity_large_model,financial,45
geology_maintenance_activity_large_model,reputation,35
geology_cleaning_activity_small_model,competition,65
geology_cleaning_activity_small_model,regulatory,45
geology_cleaning_activity_small_model,demand,55
geology_cleaning_activity_small_model,location,60
geology_cleaning_activity_small_model,staff,50
geology_cleaning_activity_small_model,technology,40
geology_cleaning_activity_small_model,financial,55
geology_cleaning_activity_small_model,reputation,45
geology_cleaning_activity_medium_model,competition,60
geology_cleaning_activity_medium_model,regulatory,40
geology_cleaning_activity_medium_model,demand,50
geology_cleaning_activity_medium_model,location,55
geology_cleaning_activity_medium_model,staff,45
geology_cleaning_activity_medium_model,technology,35
geology_cleaning_activity_medium_model,financial,50
geology_cleaning_activity_medium_model,reputation,40
geology_cleaning_activity_large_model,competition,55
geology_cleaning_activity_large_model,regulatory,35
geology_cleaning_activity_large_model,demand,45
geology_cleaning_activity_large_model,location,50
geology_cleaning_activity_large_model,staff,40
geology_cleaning_activity_large_model,technology,30
geology_cleaning_activity_large_model,financial,45
geology_cleaning_activity_large_model,reputation,35
geology_security_activity_small_model,competition,65
geology_security_activity_small_model,regulatory,45
geology_security_activity_small_model,demand,55
geology_security_activity_small_model,location,60
geology_security_activity_small_model,staff,50
geology_security_activity_small_model,technology,40
geology_security_activity_small_model,financial,55
geology_security_activity_small_model,reputation,45
geology_security_activity_medium_model,competition,60
geology_security_activity_medium_model,regulatory,40
geology_security_activity_medium_model,demand,50
geology_security_activity_medium_model,location,55
geology_security_activity_medium_model,staff,45
geology_security_activity_medium_model,technology,35
geology_security_activity_medium_model,financial,50
geology_security_activity_medium_model,reputation,40
geology_security_activity_large_model,competition,55
geology_security_activity_large_model,regulatory,35
geology_security_activity_large_model,demand,45
geology_security_activity_large_model,location,50
geology_security_activity_large_model,staff,40
geology_security_activity_large_model,technology,30
geology_security_activity_large_model,financial,45
geology_security_activity_large_model,reputation,35
oil_gas_renewable_activity_small_model,competition,65
oil_gas_renewable_activity_small_model,regulatory,75
oil_gas_renewable_activity_small_model,demand,55
oil_gas_renewable_activity_small_model,location,60
oil_gas_renewable_activity_small_model,staff,50
oil_gas_renewable_activity_small_model,technology,95
oil_gas_renewable_activity_small_model,financial,100
oil_gas_renewable_activity_small_model,reputation,45
oil_gas_renewable_activity_medium_model,competition,60
oil_gas_renewable_activity_medium_model,regulatory,70
oil_gas_renewable_activity_medium_model,demand,50
oil_gas_renewable_activity_medium_model,location,55
oil_gas_renewable_activity_medium_model,staff,45
oil_gas_renewable_activity_medium_model,technology,90
oil_gas_renewable_activity_medium_model,financial,100
oil_gas_renewable_activity_medium_model,reputation,40
oil_gas_renewable_activity_large_model,competition,55
oil_gas_renewable_activity_large_model,regulatory,65
oil_gas_renewable_activity_large_model,demand,45
oil_gas_renewable_activity_large_model,location,50
oil_gas_renewable_activity_large_model,staff,40
oil_gas_renewable_activity_large_model,technology,85
oil_gas_renewable_activity_large_model,financial,100
oil_gas_renewable_activity_large_model,reputation,35
oil_gas_oil_gas_activity_small_model,competition,65
oil_gas_oil_gas_activity_small_model,regulatory,75
oil_gas_oil_gas_activity_small_model,demand,55
oil_gas_oil_gas_activity_small_model,location,60
oil_gas_oil_gas_activity_small_model,staff,50
oil_gas_oil_gas_activity_small_model,technology,95
oil_gas_oil_gas_activity_small_model,financial,100
oil_gas_oil_gas_activity_small_model,reputation,45
oil_gas_oil_gas_activity_medium_model,competition,60
oil_gas_oil_gas_activity_medium_model,regulatory,70
oil_gas_oil_gas_activity_medium_model,demand,50
oil_gas_oil_gas_activity_medium_model,location,55
oil_gas_oil_gas_activity_medium_model,staff,45
oil_gas_oil_gas_activity_medium_model,technology,90
oil_gas_oil_gas_activity_medium_model,financial,100
oil_gas_oil_gas_activity_medium_model,reputation,40
oil_gas_oil_gas_activity_large_model,competition,55
oil_gas_oil_gas_activity_large_model,regulatory,65
oil_gas_oil_gas_activity_large_model,demand,45
oil_gas_oil_gas_activity_large_model,location,50
oil_gas_oil_gas_activity_large_model,staff,40
oil_gas_oil_gas_activity_large_model,technology,85
oil_gas_oil_gas_activity_large_model,financial,100
oil_gas_oil_gas_activity_large_model,reputation,35
oil_gas_utilities_activity_small_model,competition,65
oil_gas_utilities_activity_small_model,regulatory,75
oil_gas_utilities_activity_small_model,demand,55
oil_gas_utilities_activity_small_model,location,60
oil_gas_utilities_activity_small_model,staff,50
oil_gas_utilities_activity_small_model,technology,95
oil_gas_utilities_activity_small_model,financial,100
oil_gas_utilities_activity_small_model,reputation,45
oil_gas_utilities_activity_medium_model,competition,60
oil_gas_utilities_activity_medium_model,regulatory,70
oil_gas_utilities_activity_medium_model,demand,50
oil_gas_utilities_activity_medium_model,location,55
oil_gas_utilities_activity_medium_model,staff,45
oil_gas_utilities_activity_medium_model,technology,90
oil_gas_utilities_activity_medium_model,financial,100
oil_gas_utilities_activity_medium_model,reputation,40
oil_gas_utilities_activity_large_model,competition,55
oil_gas_utilities_activity_large_model,regulatory,65
oil_gas_utilities_activity_large_model,demand,45
oil_gas_utilities_activity_large_model,location,50
oil_gas_utilities_activity_large_model,staff,40
oil_gas_utilities_activity_large_model,technology,85
oil_gas_utilities_activity_large_model,financial,100
oil_gas_utilities_activity_large_model,reputation,35
oil_gas_efficiency_activity_small_model,competition,65
oil_gas_efficiency_activity_small_model,regulatory,75
oil_gas_efficiency_activity_small_model,demand,55
oil_gas_efficiency_activity_small_model,location,60
oil_gas_efficiency_activity_small_model,staff,50
oil_gas_efficiency_activity_small_model,technology,95
oil_gas_efficiency_activity_small_model,financial,100
oil_gas_efficiency_activity_small_model,reputation,45
oil_gas_efficiency_activity_medium_model,competition,60
oil_gas_efficiency_activity_medium_model,regulatory,70
oil_gas_efficiency_activity_medium_model,demand,50
oil_gas_efficiency_activity_medium_model,location,55
oil_gas_efficiency_activity_medium_model,staff,45
oil_gas_efficiency_activity_medium_model,technology,90
oil_gas_efficiency_activity_medium_model,financial,100
oil_gas_efficiency_activity_medium_model,reputation,40
oil_gas_efficiency_activity_large_model,competition,55
oil_gas_efficiency_activity_large_model,regulatory,65
oil_gas_efficiency_activity_large_model,demand,45
oil_gas_efficiency_activity_large_model,location,50
oil_gas_efficiency_activity_large_model,staff,40
oil_gas_efficiency_activity_large_model,technology,85
oil_gas_efficiency_activity_large_model,financial,100
oil_gas_efficiency_activity_large_model,reputation,35
oil_refineries_renewable_activity_small_model,competition,65
oil_refineries_renewable_activity_small_model,regulatory,75
oil_refineries_renewable_activity_small_model,demand,55
oil_refineries_renewable_activity_small_model,location,60
oil_refineries_renewable_activity_small_model,staff,50
oil_refineries_renewable_activity_small_model,technology,95
oil_refineries_renewable_activity_small_model,financial,100
oil_refineries_renewable_activity_small_model,reputation,45
oil_refineries_renewable_activity_medium_model,competition,60
oil_refineries_renewable_activity_medium_model,regulatory,70
oil_refineries_renewable_activity_medium_model,demand,50
oil_refineries_renewable_activity_medium_model,location,55
oil_refineries_renewable_activity_medium_model,staff,45
oil_refineries_renewable_activity_medium_model,technology,90
oil_refineries_renewable_activity_medium_model,financial,100
oil_refineries_renewable_activity_medium_model,reputation,40
oil_refineries_renewable_activity_large_model,competition,55
oil_refineries_renewable_activity_large_model,regulatory,65
oil_refineries_renewable_activity_large_model,demand,45
oil_refineries_renewable_activity_large_model,location,50
oil_refineries_renewable_activity_large_model,staff,40
oil_refineries_renewable_activity_large_model,technology,85
oil_refineries_renewable_activity_large_model,financial,100
oil_refineries_renewable_activity_large_model,reputation,35
oil_refineries_oil_gas_activity_small_model,competition,65
oil_refineries_oil_gas_activity_small_model,regulatory,75
oil_refineries_oil_gas_activity_small_model,demand,55
oil_refineries_oil_gas_activity_small_model,location,60
oil_refineries_oil_gas_activity_small_model,staff,50
oil_refineries_oil_gas_activity_small_model,technology,95
oil_refineries_oil_gas_activity_small_model,financial,100
oil_refineries_oil_gas_activity_small_model,reputation,45
oil_refineries_oil_gas_activity_medium_model,competition,60
oil_refineries_oil_gas_activity_medium_model,regulatory,70
oil_refineries_oil_gas_activity_medium_model,demand,50
oil_refineries_oil_gas_activity_medium_model,location,55
oil_refineries_oil_gas_activity_medium_model,staff,45
oil_refineries_oil_gas_activity_medium_model,technology,90
oil_refineries_oil_gas_activity_medium_model,financial,100
oil_refineries_oil_gas_activity_medium_model,reputation,40
oil_refineries_oil_gas_activity_large_model,competition,55
oil_refineries_oil_gas_activity_large_model,regulatory,65
oil_refineries_oil_gas_activity_large_model,demand,45
oil_refineries_oil_gas_activity_large_model,location,50
oil_refineries_oil_gas_activity_large_model,staff,40
oil_refineries_oil_gas_activity_large_model,technology,85
oil_refineries_oil_gas_activity_large_model,financial,100
oil_refineries_oil_gas_activity_large_model,reputation,35
oil_refineries_utilities_activity_small_model,competition,65
oil_refineries_utilities_activity_small_model,regulatory,75
oil_refineries_utilities_activity_small_model,demand,55
oil_refineries_utilities_activity_small_model,location,60
oil_refineries_utilities_activity_small_model,staff,50
oil_refineries_utilities_activity_small_model,technology,95
oil_refineries_utilities_activity_small_model,financial,100
oil_refineries_utilities_activity_small_model,reputation,45
oil_refineries_utilities_activity_medium_model,competition,60
oil_refineries_utilities_activity_medium_model,regulatory,70
oil_refineries_utilities_activity_medium_model,demand,50
oil_refineries_utilities_activity_medium_model,location,55
oil_refineries_utilities_activity_medium_model,staff,45
oil_refineries_utilities_activity_medium_model,technology,90
oil_refineries_utilities_activity_medium_model,financial,100
oil_refineries_utilities_activity_medium_model,reputation,40
oil_refineries_utilities_activity_large_model,competition,55
oil_refineries_utilities_activity_large_model,regulatory,65
oil_refineries_utilities_activity_large_model,demand,45
oil_refineries_utilities_activity_large_model,location,50
oil_refineries_utilities_activity_large_model,staff,40
oil_refineries_utilities_activity_large_model,technology,85
oil_refineries_utilities_activity_large_model,financial,100
oil_refineries_utilities_activity_large_model,reputation,35
oil_refineries_efficiency_activity_small_model,competition,65
oil_refineries_efficiency_activity_small_model,regulatory,75
oil_refineries_efficiency_activity_small_model,demand,55
oil_refineries_efficiency_activity_small_model,location,60
oil_refineries_efficiency_activity_small_model,staff,50
oil_refineries_efficiency_activity_small_model,technology,95
oil_refineries_efficiency_activity_small_model,financial,100
oil_refineries_efficiency_activity_small_model,reputation,45
oil_refineries_efficiency_activity_medium_model,competition,60
oil_refineries_efficiency_activity_medium_model,regulatory,70
oil_refineries_efficiency_activity_medium_model,demand,50
oil_refineries_efficiency_activity_medium_model,location,55
oil_refineries_efficiency_activity_medium_model,staff,45
oil_refineries_efficiency_activity_medium_model,technology,90
oil_refineries_efficiency_activity_medium_model,financial,100
oil_refineries_efficiency_activity_medium_model,reputation,40
oil_refineries_efficiency_activity_large_model,competition,55
oil_refineries_efficiency_activity_large_model,regulatory,65
oil_refineries_efficiency_activity_large_model,demand,45
oil_refineries_efficiency_activity_large_model,location,50
oil_refineries_efficiency_activity_large_model,staff,40
oil_refineries_efficiency_activity_large_model,technology,85
oil_refineries_efficiency_activity_large_model,financial,100
oil_refineries_efficiency_activity_large_model,reputation,35
metal_refineries_consulting_activity_small_model,competition,65
metal_refineries_consulting_activity_small_model,regulatory,45
metal_refineries_consulting_activity_small_model,demand,55
metal_refineries_consulting_activity_small_model,location,60
metal_refineries_consulting_activity_small_model,staff,50
metal_refineries_consulting_activity_small_model,technology,40
metal_refineries_consulting_activity_small_model,financial,55
metal_refineries_consulting_activity_small_model,reputation,45
metal_refineries_consulting_activity_medium_model,competition,60
metal_refineries_consulting_activity_medium_model,regulatory,40
metal_refineries_consulting_activity_medium_model,demand,50
metal_refineries_consulting_activity_medium_model,location,55
metal_refineries_consulting_activity_medium_model,staff,45
metal_refineries_consulting_activity_medium_model,technology,35
metal_refineries_consulting_activity_medium_model,financial,50
metal_refineries_consulting_activity_medium_model,reputation,40
metal_refineries_consulting_activity_large_model,competition,55
metal_refineries_consulting_activity_large_model,regulatory,35
metal_refineries_consulting_activity_large_model,demand,45
metal_refineries_consulting_activity_large_model,location,50
metal_refineries_consulting_activity_large_model,staff,40
metal_refineries_consulting_activity_large_model,technology,30
metal_refineries_consulting_activity_large_model,financial,45
metal_refineries_consulting_activity_large_model,reputation,35
metal_refineries_maintenance_activity_small_model,competition,65
metal_refineries_maintenance_activity_small_model,regulatory,45
metal_refineries_maintenance_activity_small_model,demand,55
metal_refineries_maintenance_activity_small_model,location,60
metal_refineries_maintenance_activity_small_model,staff,50
metal_refineries_maintenance_activity_small_model,technology,40
metal_refineries_maintenance_activity_small_model,financial,55
metal_refineries_maintenance_activity_small_model,reputation,45
metal_refineries_maintenance_activity_medium_model,competition,60
metal_refineries_maintenance_activity_medium_model,regulatory,40
metal_refineries_maintenance_activity_medium_model,demand,50
metal_refineries_maintenance_activity_medium_model,location,55
metal_refineries_maintenance_activity_medium_model,staff,45
metal_refineries_maintenance_activity_medium_model,technology,35
metal_refineries_maintenance_activity_medium_model,financial,50
metal_refineries_maintenance_activity_medium_model,reputation,40
metal_refineries_maintenance_activity_large_model,competition,55
metal_refineries_maintenance_activity_large_model,regulatory,35
metal_refineries_maintenance_activity_large_model,demand,45
metal_refineries_maintenance_activity_large_model,location,50
metal_refineries_maintenance_activity_large_model,staff,40
metal_refineries_maintenance_activity_large_model,technology,30
metal_refineries_maintenance_activity_large_model,financial,45
metal_refineries_maintenance_activity_large_model,reputation,35
metal_refineries_cleaning_activity_small_model,competition,65
metal_refineries_cleaning_activity_small_model,regulatory,45
metal_refineries_cleaning_activity_small_model,demand,55
metal_refineries_cleaning_activity_small_model,location,60
metal_refineries_cleaning_activity_small_model,staff,50
metal_refineries_cleaning_activity_small_model,technology,40
metal_refineries_cleaning_activity_small_model,financial,55
metal_refineries_cleaning_activity_small_model,reputation,45
metal_refineries_cleaning_activity_medium_model,competition,60
metal_refineries_cleaning_activity_medium_model,regulatory,40
metal_refineries_cleaning_activity_medium_model,demand,50
metal_refineries_cleaning_activity_medium_model,location,55
metal_refineries_cleaning_activity_medium_model,staff,45
metal_refineries_cleaning_activity_medium_model,technology,35
metal_refineries_cleaning_activity_medium_model,financial,50
metal_refineries_cleaning_activity_medium_model,reputation,40
metal_refineries_cleaning_activity_large_model,competition,55
metal_refineries_cleaning_activity_large_model,regulatory,35
metal_refineries_cleaning_activity_large_model,demand,45
metal_refineries_cleaning_activity_large_model,location,50
metal_refineries_cleaning_activity_large_model,staff,40
metal_refineries_cleaning_activity_large_model,technology,30
metal_refineries_cleaning_activity_large_model,financial,45
metal_refineries_cleaning_activity_large_model,reputation,35
metal_refineries_security_activity_small_model,competition,65
metal_refineries_security_activity_small_model,regulatory,45
metal_refineries_security_activity_small_model,demand,55
metal_refineries_security_activity_small_model,location,60
metal_refineries_security_activity_small_model,staff,50
metal_refineries_security_activity_small_model,technology,40
metal_refineries_security_activity_small_model,financial,55
metal_refineries_security_activity_small_model,reputation,45
metal_refineries_security_activity_medium_model,competition,60
metal_refineries_security_activity_medium_model,regulatory,40
metal_refineries_security_activity_medium_model,demand,50
metal_refineries_security_activity_medium_model,location,55
metal_refineries_security_activity_medium_model,staff,45
metal_refineries_security_activity_medium_model,technology,35
metal_refineries_security_activity_medium_model,financial,50
metal_refineries_security_activity_medium_model,reputation,40
metal_refineries_security_activity_large_model,competition,55
metal_refineries_security_activity_large_model,regulatory,35
metal_refineries_security_activity_large_model,demand,45
metal_refineries_security_activity_large_model,location,50
metal_refineries_security_activity_large_model,staff,40
metal_refineries_security_activity_large_model,technology,30
metal_refineries_security_activity_large_model,financial,45
metal_refineries_security_activity_large_model,reputation,35
water_consulting_activity_small_model,competition,65
water_consulting_activity_small_model,regulatory,45
water_consulting_activity_small_model,demand,55
water_consulting_activity_small_model,location,60
water_consulting_activity_small_model,staff,50
water_consulting_activity_small_model,technology,40
water_consulting_activity_small_model,financial,55
water_consulting_activity_small_model,reputation,45
water_consulting_activity_medium_model,competition,60
water_consulting_activity_medium_model,regulatory,40
water_consulting_activity_medium_model,demand,50
water_consulting_activity_medium_model,location,55
water_consulting_activity_medium_model,staff,45
water_consulting_activity_medium_model,technology,35
water_consulting_activity_medium_model,financial,50
water_consulting_activity_medium_model,reputation,40
water_consulting_activity_large_model,competition,55
water_consulting_activity_large_model,regulatory,35
water_consulting_activity_large_model,demand,45
water_consulting_activity_large_model,location,50
water_consulting_activity_large_model,staff,40
water_consulting_activity_large_model,technology,30
water_consulting_activity_large_model,financial,45
water_consulting_activity_large_model,reputation,35
water_maintenance_activity_small_model,competition,65
water_maintenance_activity_small_model,regulatory,45
water_maintenance_activity_small_model,demand,55
water_maintenance_activity_small_model,location,60
water_maintenance_activity_small_model,staff,50
water_maintenance_activity_small_model,technology,40
water_maintenance_activity_small_model,financial,55
water_maintenance_activity_small_model,reputation,45
water_maintenance_activity_medium_model,competition,60
water_maintenance_activity_medium_model,regulatory,40
water_maintenance_activity_medium_model,demand,50
water_maintenance_activity_medium_model,location,55
water_maintenance_activity_medium_model,staff,45
water_maintenance_activity_medium_model,technology,35
water_maintenance_activity_medium_model,financial,50
water_maintenance_activity_medium_model,reputation,40
water_maintenance_activity_large_model,competition,55
water_maintenance_activity_large_model,regulatory,35
water_maintenance_activity_large_model,demand,45
water_maintenance_activity_large_model,location,50
water_maintenance_activity_large_model,staff,40
water_maintenance_activity_large_model,technology,30
water_maintenance_activity_large_model,financial,45
water_maintenance_activity_large_model,reputation,35
water_cleaning_activity_small_model,competition,65
water_cleaning_activity_small_model,regulatory,45
water_cleaning_activity_small_model,demand,55
water_cleaning_activity_small_model,location,60
water_cleaning_activity_small_model,staff,50
water_cleaning_activity_small_model,technology,40
water_cleaning_activity_small_model,financial,55
water_cleaning_activity_small_model,reputation,45
water_cleaning_activity_medium_model,competition,60
water_cleaning_activity_medium_model,regulatory,40
water_cleaning_activity_medium_model,demand,50
water_cleaning_activity_medium_model,location,55
water_cleaning_activity_medium_model,staff,45
water_cleaning_activity_medium_model,technology,35
water_cleaning_activity_medium_model,financial,50
water_cleaning_activity_medium_model,reputation,40
water_cleaning_activity_large_model,competition,55
water_cleaning_activity_large_model,regulatory,35
water_cleaning_activity_large_model,demand,45
water_cleaning_activity_large_model,location,50
water_cleaning_activity_large_model,staff,40
water_cleaning_activity_large_model,technology,30
water_cleaning_activity_large_model,financial,45
water_cleaning_activity_large_model,reputation,35
water_security_activity_small_model,competition,65
water_security_activity_small_model,regulatory,45
water_security_activity_small_model,demand,55
water_security_activity_small_model,location,60
water_security_activity_small_model,staff,50
water_security_activity_small_model,technology,40
water_security_activity_small_model,financial,55
water_security_activity_small_model,reputation,45
water_security_activity_medium_model,competition,60
water_security_activity_medium_model,regulatory,40
water_security_activity_medium_model,demand,50
water_security_activity_medium_model,location,55
water_security_activity_medium_model,staff,45
water_security_activity_medium_model,technology,35
water_security_activity_medium_model,financial,50
water_security_activity_medium_model,reputation,40
water_security_activity_large_model,competition,55
water_security_activity_large_model,regulatory,35
water_security_activity_large_model,demand,45
water_security_activity_large_model,location,50
water_security_activity_large_model,staff,40
water_security_activity_large_model,technology,30
water_security_activity_large_model,financial,45
water_security_activity_large_model,reputation,35
well_drilling_consulting_activity_small_model,competition,65
well_drilling_consulting_activity_small_model,regulatory,45
well_drilling_consulting_activity_small_model,demand,55
well_drilling_consulting_activity_small_model,location,60
well_drilling_consulting_activity_small_model,staff,50
well_drilling_consulting_activity_small_model,technology,40
well_drilling_consulting_activity_small_model,financial,55
well_drilling_consulting_activity_small_model,reputation,45
well_drilling_consulting_activity_medium_model,competition,60
well_drilling_consulting_activity_medium_model,regulatory,40
well_drilling_consulting_activity_medium_model,demand,50
well_drilling_consulting_activity_medium_model,location,55
well_drilling_consulting_activity_medium_model,staff,45
well_drilling_consulting_activity_medium_model,technology,35
well_drilling_consulting_activity_medium_model,financial,50
well_drilling_consulting_activity_medium_model,reputation,40
well_drilling_consulting_activity_large_model,competition,55
well_drilling_consulting_activity_large_model,regulatory,35
well_drilling_consulting_activity_large_model,demand,45
well_drilling_consulting_activity_large_model,location,50
well_drilling_consulting_activity_large_model,staff,40
well_drilling_consulting_activity_large_model,technology,30
well_drilling_consulting_activity_large_model,financial,45
well_drilling_consulting_activity_large_model,reputation,35
well_drilling_maintenance_activity_small_model,competition,65
well_drilling_maintenance_activity_small_model,regulatory,45
well_drilling_maintenance_activity_small_model,demand,55
well_drilling_maintenance_activity_small_model,location,60
well_drilling_maintenance_activity_small_model,staff,50
well_drilling_maintenance_activity_small_model,technology,40
well_drilling_maintenance_activity_small_model,financial,55
well_drilling_maintenance_activity_small_model,reputation,45
well_drilling_maintenance_activity_medium_model,competition,60
well_drilling_maintenance_activity_medium_model,regulatory,40
well_drilling_maintenance_activity_medium_model,demand,50
well_drilling_maintenance_activity_medium_model,location,55
well_drilling_maintenance_activity_medium_model,staff,45
well_drilling_maintenance_activity_medium_model,technology,35
well_drilling_maintenance_activity_medium_model,financial,50
well_drilling_maintenance_activity_medium_model,reputation,40
well_drilling_maintenance_activity_large_model,competition,55
well_drilling_maintenance_activity_large_model,regulatory,35
well_drilling_maintenance_activity_large_model,demand,45
well_drilling_maintenance_activity_large_model,location,50
well_drilling_maintenance_activity_large_model,staff,40
well_drilling_maintenance_activity_large_model,technology,30
well_drilling_maintenance_activity_large_model,financial,45
well_drilling_maintenance_activity_large_model,reputation,35
well_drilling_cleaning_activity_small_model,competition,65
well_drilling_cleaning_activity_small_model,regulatory,45
well_drilling_cleaning_activity_small_model,demand,55
well_drilling_cleaning_activity_small_model,location,60
well_drilling_cleaning_activity_small_model,staff,50
well_drilling_cleaning_activity_small_model,technology,40
well_drilling_cleaning_activity_small_model,financial,55
well_drilling_cleaning_activity_small_model,reputation,45
well_drilling_cleaning_activity_medium_model,competition,60
well_drilling_cleaning_activity_medium_model,regulatory,40
well_drilling_cleaning_activity_medium_model,demand,50
well_drilling_cleaning_activity_medium_model,location,55
well_drilling_cleaning_activity_medium_model,staff,45
well_drilling_cleaning_activity_medium_model,technology,35
well_drilling_cleaning_activity_medium_model,financial,50
well_drilling_cleaning_activity_medium_model,reputation,40
well_drilling_cleaning_activity_large_model,competition,55
well_drilling_cleaning_activity_large_model,regulatory,35
well_drilling_cleaning_activity_large_model,demand,45
well_drilling_cleaning_activity_large_model,location,50
well_drilling_cleaning_activity_large_model,staff,40
well_drilling_cleaning_activity_large_model,technology,30
well_drilling_cleaning_activity_large_model,financial,45
well_drilling_cleaning_activity_large_model,reputation,35
well_drilling_security_activity_small_model,competition,65
well_drilling_security_activity_small_model,regulatory,45
well_drilling_security_activity_small_model,demand,55
well_drilling_security_activity_small_model,location,60
well_drilling_security_activity_small_model,staff,50
well_drilling_security_activity_small_model,technology,40
well_drilling_security_activity_small_model,financial,55
well_drilling_security_activity_small_model,reputation,45
well_drilling_security_activity_medium_model,competition,60
well_drilling_security_activity_medium_model,regulatory,40
well_drilling_security_activity_medium_model,demand,50
well_drilling_security_activity_medium_model,location,55
well_drilling_security_activity_medium_model,staff,45
well_drilling_security_activity_medium_model,technology,35
well_drilling_security_activity_medium_model,financial,50
well_drilling_security_activity_medium_model,reputation,40
well_drilling_security_activity_large_model,competition,55
well_drilling_security_activity_large_model,regulatory,35
well_drilling_security_activity_large_model,demand,45
well_drilling_security_activity_large_model,location,50
well_drilling_security_activity_large_model,staff,40
well_drilling_security_activity_large_model,technology,30
well_drilling_security_activity_large_model,financial,45
well_drilling_security_activity_large_model,reputation,35
agriculture_farming_activity_small_model,competition,65
agriculture_farming_activity_small_model,regulatory,45
agriculture_farming_activity_small_model,demand,100
agriculture_farming_activity_small_model,location,60
agriculture_farming_activity_small_model,staff,50
agriculture_farming_activity_small_model,technology,40
agriculture_farming_activity_small_model,financial,55
agriculture_farming_activity_small_model,reputation,45
agriculture_farming_activity_medium_model,competition,60
agriculture_farming_activity_medium_model,regulatory,40
agriculture_farming_activity_medium_model,demand,95
agriculture_farming_activity_medium_model,location,55
agriculture_farming_activity_medium_model,staff,45
agriculture_farming_activity_medium_model,technology,35
agriculture_farming_activity_medium_model,financial,50
agriculture_farming_activity_medium_model,reputation,40
agriculture_farming_activity_large_model,competition,55
agriculture_farming_activity_large_model,regulatory,35
agriculture_farming_activity_large_model,demand,90
agriculture_farming_activity_large_model,location,50
agriculture_farming_activity_large_model,staff,40
agriculture_farming_activity_large_model,technology,30
agriculture_farming_activity_large_model,financial,45
agriculture_farming_activity_large_model,reputation,35
agriculture_livestock_activity_small_model,competition,65
agriculture_livestock_activity_small_model,regulatory,45
agriculture_livestock_activity_small_model,demand,100
agriculture_livestock_activity_small_model,location,60
agriculture_livestock_activity_small_model,staff,50
agriculture_livestock_activity_small_model,technology,40
agriculture_livestock_activity_small_model,financial,55
agriculture_livestock_activity_small_model,reputation,45
agriculture_livestock_activity_medium_model,competition,60
agriculture_livestock_activity_medium_model,regulatory,40
agriculture_livestock_activity_medium_model,demand,95
agriculture_livestock_activity_medium_model,location,55
agriculture_livestock_activity_medium_model,staff,45
agriculture_livestock_activity_medium_model,technology,35
agriculture_livestock_activity_medium_model,financial,50
agriculture_livestock_activity_medium_model,reputation,40
agriculture_livestock_activity_large_model,competition,55
agriculture_livestock_activity_large_model,regulatory,35
agriculture_livestock_activity_large_model,demand,90
agriculture_livestock_activity_large_model,location,50
agriculture_livestock_activity_large_model,staff,40
agriculture_livestock_activity_large_model,technology,30
agriculture_livestock_activity_large_model,financial,45
agriculture_livestock_activity_large_model,reputation,35
agriculture_processing_activity_small_model,competition,65
agriculture_processing_activity_small_model,regulatory,45
agriculture_processing_activity_small_model,demand,100
agriculture_processing_activity_small_model,location,60
agriculture_processing_activity_small_model,staff,50
agriculture_processing_activity_small_model,technology,40
agriculture_processing_activity_small_model,financial,55
agriculture_processing_activity_small_model,reputation,45
agriculture_processing_activity_medium_model,competition,60
agriculture_processing_activity_medium_model,regulatory,40
agriculture_processing_activity_medium_model,demand,95
agriculture_processing_activity_medium_model,location,55
agriculture_processing_activity_medium_model,staff,45
agriculture_processing_activity_medium_model,technology,35
agriculture_processing_activity_medium_model,financial,50
agriculture_processing_activity_medium_model,reputation,40
agriculture_processing_activity_large_model,competition,55
agriculture_processing_activity_large_model,regulatory,35
agriculture_processing_activity_large_model,demand,90
agriculture_processing_activity_large_model,location,50
agriculture_processing_activity_large_model,staff,40
agriculture_processing_activity_large_model,technology,30
agriculture_processing_activity_large_model,financial,45
agriculture_processing_activity_large_model,reputation,35
agriculture_distribution_activity_small_model,competition,65
agriculture_distribution_activity_small_model,regulatory,45
agriculture_distribution_activity_small_model,demand,100
agriculture_distribution_activity_small_model,location,60
agriculture_distribution_activity_small_model,staff,50
agriculture_distribution_activity_small_model,technology,40
agriculture_distribution_activity_small_model,financial,55
agriculture_distribution_activity_small_model,reputation,45
agriculture_distribution_activity_medium_model,competition,60
agriculture_distribution_activity_medium_model,regulatory,40
agriculture_distribution_activity_medium_model,demand,95
agriculture_distribution_activity_medium_model,location,55
agriculture_distribution_activity_medium_model,staff,45
agriculture_distribution_activity_medium_model,technology,35
agriculture_distribution_activity_medium_model,financial,50
agriculture_distribution_activity_medium_model,reputation,40
agriculture_distribution_activity_large_model,competition,55
agriculture_distribution_activity_large_model,regulatory,35
agriculture_distribution_activity_large_model,demand,90
agriculture_distribution_activity_large_model,location,50
agriculture_distribution_activity_large_model,staff,40
agriculture_distribution_activity_large_model,technology,30
agriculture_distribution_activity_large_model,financial,45
agriculture_distribution_activity_large_model,reputation,35
agricultural_inputs_farming_activity_small_model,competition,65
