model_code,assumption_code,value
mining_maintenance_activity_large_model,discount_rate,10
mining_maintenance_activity_large_model,loan_ratio,50
mining_maintenance_activity_large_model,interest_rate,8
mining_maintenance_activity_large_model,loan_term_years,5
mining_cleaning_activity_small_model,rent_monthly,5000
mining_cleaning_activity_small_model,salaries_monthly,15000
mining_cleaning_activity_small_model,marketing_monthly,2000
mining_cleaning_activity_small_model,utilities_monthly,1000
mining_cleaning_activity_small_model,insurance_monthly,800
mining_cleaning_activity_small_model,revenue_growth_rate,5
mining_cleaning_activity_small_model,cogs_ratio,35
mining_cleaning_activity_small_model,vat_rate,15
mining_cleaning_activity_small_model,corporate_tax_rate,20
mining_cleaning_activity_small_model,annual_depreciation_rate,10
mining_cleaning_activity_small_model,working_capital_days,30
mining_cleaning_activity_small_model,discount_rate,10
mining_cleaning_activity_small_model,loan_ratio,50
mining_cleaning_activity_small_model,interest_rate,8
mining_cleaning_activity_small_model,loan_term_years,5
mining_cleaning_activity_medium_model,rent_monthly,15000
mining_cleaning_activity_medium_model,salaries_monthly,45000
mining_cleaning_activity_medium_model,marketing_monthly,6000
mining_cleaning_activity_medium_model,utilities_monthly,3000
mining_cleaning_activity_medium_model,insurance_monthly,2000
mining_cleaning_activity_medium_model,revenue_growth_rate,5
mining_cleaning_activity_medium_model,cogs_ratio,35
mining_cleaning_activity_medium_model,vat_rate,15
mining_cleaning_activity_medium_model,corporate_tax_rate,20
mining_cleaning_activity_medium_model,annual_depreciation_rate,10
mining_cleaning_activity_medium_model,working_capital_days,30
mining_cleaning_activity_medium_model,discount_rate,10
mining_cleaning_activity_medium_model,loan_ratio,50
mining_cleaning_activity_medium_model,interest_rate,8
mining_cleaning_activity_medium_model,loan_term_years,5
mining_cleaning_activity_large_model,rent_monthly,40000
mining_cleaning_activity_large_model,salaries_monthly,120000
mining_cleaning_activity_large_model,marketing_monthly,18000
mining_cleaning_activity_large_model,utilities_monthly,8000
mining_cleaning_activity_large_model,insurance_monthly,5000
mining_cleaning_activity_large_model,revenue_growth_rate,5
mining_cleaning_activity_large_model,cogs_ratio,35
mining_cleaning_activity_large_model,vat_rate,15
mining_cleaning_activity_large_model,corporate_tax_rate,20
mining_cleaning_activity_large_model,annual_depreciation_rate,10
mining_cleaning_activity_large_model,working_capital_days,30
mining_cleaning_activity_large_model,discount_rate,10
mining_cleaning_activity_large_model,loan_ratio,50
mining_cleaning_activity_large_model,interest_rate,8
mining_cleaning_activity_large_model,loan_term_years,5
mining_security_activity_small_model,rent_monthly,5000
mining_security_activity_small_model,salaries_monthly,15000
mining_security_activity_small_model,marketing_monthly,2000
mining_security_activity_small_model,utilities_monthly,1000
mining_security_activity_small_model,insurance_monthly,800
mining_security_activity_small_model,revenue_growth_rate,5
mining_security_activity_small_model,cogs_ratio,35
mining_security_activity_small_model,vat_rate,15
mining_security_activity_small_model,corporate_tax_rate,20
mining_security_activity_small_model,annual_depreciation_rate,10
mining_security_activity_small_model,working_capital_days,30
mining_security_activity_small_model,discount_rate,10
mining_security_activity_small_model,loan_ratio,50
mining_security_activity_small_model,interest_rate,8
mining_security_activity_small_model,loan_term_years,5
mining_security_activity_medium_model,rent_monthly,15000
mining_security_activity_medium_model,salaries_monthly,45000
mining_security_activity_medium_model,marketing_monthly,6000
mining_security_activity_medium_model,utilities_monthly,3000
mining_security_activity_medium_model,insurance_monthly,2000
mining_security_activity_medium_model,revenue_growth_rate,5
mining_security_activity_medium_model,cogs_ratio,35
mining_security_activity_medium_model,vat_rate,15
mining_security_activity_medium_model,corporate_tax_rate,20
mining_security_activity_medium_model,annual_depreciation_rate,10
mining_security_activity_medium_model,working_capital_days,30
mining_security_activity_medium_model,discount_rate,10
mining_security_activity_medium_model,loan_ratio,50
mining_security_activity_medium_model,interest_rate,8
mining_security_activity_medium_model,loan_term_years,5
mining_security_activity_large_model,rent_monthly,40000
mining_security_activity_large_model,salaries_monthly,120000
mining_security_activity_large_model,marketing_monthly,18000
mining_security_activity_large_model,utilities_monthly,8000
mining_security_activity_large_model,insurance_monthly,5000
mining_security_activity_large_model,revenue_growth_rate,5
mining_security_activity_large_model,cogs_ratio,35
mining_security_activity_large_model,vat_rate,15
mining_security_activity_large_model,corporate_tax_rate,20
mining_security_activity_large_model,annual_depreciation_rate,10
mining_security_activity_large_model,working_capital_days,30
mining_security_activity_large_model,discount_rate,10
mining_security_activity_large_model,loan_ratio,50
mining_security_activity_large_model,interest_rate,8
mining_security_activity_large_model,loan_term_years,5
geology_consulting_activity_small_model,rent_monthly,5000
geology_consulting_activity_small_model,salaries_monthly,15000
geology_consulting_activity_small_model,marketing_monthly,2000
geology_consulting_activity_small_model,utilities_monthly,1000
geology_consulting_activity_small_model,insurance_monthly,800
geology_consulting_activity_small_model,revenue_growth_rate,5
geology_consulting_activity_small_model,cogs_ratio,35
geology_consulting_activity_small_model,vat_rate,15
geology_consulting_activity_small_model,corporate_tax_rate,20
geology_consulting_activity_small_model,annual_depreciation_rate,10
geology_consulting_activity_small_model,working_capital_days,30
geology_consulting_activity_small_model,discount_rate,10
geology_consulting_activity_small_model,loan_ratio,50
geology_consulting_activity_small_model,interest_rate,8
geology_consulting_activity_small_model,loan_term_years,5
geology_consulting_activity_medium_model,rent_monthly,15000
geology_consulting_activity_medium_model,salaries_monthly,45000
geology_consulting_activity_medium_model,marketing_monthly,6000
geology_consulting_activity_medium_model,utilities_monthly,3000
geology_consulting_activity_medium_model,insurance_monthly,2000
geology_consulting_activity_medium_model,revenue_growth_rate,5
geology_consulting_activity_medium_model,cogs_ratio,35
geology_consulting_activity_medium_model,vat_rate,15
geology_consulting_activity_medium_model,corporate_tax_rate,20
geology_consulting_activity_medium_model,annual_depreciation_rate,10
geology_consulting_activity_medium_model,working_capital_days,30
geology_consulting_activity_medium_model,discount_rate,10
geology_consulting_activity_medium_model,loan_ratio,50
geology_consulting_activity_medium_model,interest_rate,8
geology_consulting_activity_medium_model,loan_term_years,5
geology_consulting_activity_large_model,rent_monthly,40000
geology_consulting_activity_large_model,salaries_monthly,120000
geology_consulting_activity_large_model,marketing_monthly,18000
geology_consulting_activity_large_model,utilities_monthly,8000
geology_consulting_activity_large_model,insurance_monthly,5000
geology_consulting_activity_large_model,revenue_growth_rate,5
geology_consulting_activity_large_model,cogs_ratio,35
geology_consulting_activity_large_model,vat_rate,15
geology_consulting_activity_large_model,corporate_tax_rate,20
geology_consulting_activity_large_model,annual_depreciation_rate,10
geology_consulting_activity_large_model,working_capital_days,30
geology_consulting_activity_large_model,discount_rate,10
geology_consulting_activity_large_model,loan_ratio,50
geology_consulting_activity_large_model,interest_rate,8
geology_consulting_activity_large_model,loan_term_years,5
geology_maintenance_activity_small_model,rent_monthly,5000
geology_maintenance_activity_small_model,salaries_monthly,15000
geology_maintenance_activity_small_model,marketing_monthly,2000
geology_maintenance_activity_small_model,utilities_monthly,1000
geology_maintenance_activity_small_model,insurance_monthly,800
geology_maintenance_activity_small_model,revenue_growth_rate,5
geology_maintenance_activity_small_model,cogs_ratio,35
geology_maintenance_activity_small_model,vat_rate,15
geology_maintenance_activity_small_model,corporate_tax_rate,20
geology_maintenance_activity_small_model,annual_depreciation_rate,10
geology_maintenance_activity_small_model,working_capital_days,30
geology_maintenance_activity_small_model,discount_rate,10
geology_maintenance_activity_small_model,loan_ratio,50
geology_maintenance_activity_small_model,interest_rate,8
geology_maintenance_activity_small_model,loan_term_years,5
geology_maintenance_activity_medium_model,rent_monthly,15000
geology_maintenance_activity_medium_model,salaries_monthly,45000
geology_maintenance_activity_medium_model,marketing_monthly,6000
geology_maintenance_activity_medium_model,utilities_monthly,3000
geology_maintenance_activity_medium_model,insurance_monthly,2000
geology_maintenance_activity_medium_model,revenue_growth_rate,5
geology_maintenance_activity_medium_model,cogs_ratio,35
geology_maintenance_activity_medium_model,vat_rate,15
geology_maintenance_activity_medium_model,corporate_tax_rate,20
geology_maintenance_activity_medium_model,annual_depreciation_rate,10
geology_maintenance_activity_medium_model,working_capital_days,30
geology_maintenance_activity_medium_model,discount_rate,10
geology_maintenance_activity_medium_model,loan_ratio,50
geology_maintenance_activity_medium_model,interest_rate,8
geology_maintenance_activity_medium_model,loan_term_years,5
geology_maintenance_activity_large_model,rent_monthly,40000
geology_maintenance_activity_large_model,salaries_monthly,120000
geology_maintenance_activity_large_model,marketing_monthly,18000
geology_maintenance_activity_large_model,utilities_monthly,8000
geology_maintenance_activity_large_model,insurance_monthly,5000
geology_maintenance_activity_large_model,revenue_growth_rate,5
geology_maintenance_activity_large_model,cogs_ratio,35
geology_maintenance_activity_large_model,vat_rate,15
geology_maintenance_activity_large_model,corporate_tax_rate,20
geology_maintenance_activity_large_model,annual_depreciation_rate,10
geology_maintenance_activity_large_model,working_capital_days,30
geology_maintenance_activity_large_model,discount_rate,10
geology_maintenance_activity_large_model,loan_ratio,50
geology_maintenance_activity_large_model,interest_rate,8
geology_maintenance_activity_large_model,loan_term_years,5
geology_cleaning_activity_small_model,rent_monthly,5000
geology_cleaning_activity_small_model,salaries_monthly,15000
geology_cleaning_activity_small_model,marketing_monthly,2000
geology_cleaning_activity_small_model,utilities_monthly,1000
geology_cleaning_activity_small_model,insurance_monthly,800
geology_cleaning_activity_small_model,revenue_growth_rate,5
geology_cleaning_activity_small_model,cogs_ratio,35
geology_cleaning_activity_small_model,vat_rate,15
geology_cleaning_activity_small_model,corporate_tax_rate,20
geology_cleaning_activity_small_model,annual_depreciation_rate,10
geology_cleaning_activity_small_model,working_capital_days,30
geology_cleaning_activity_small_model,discount_rate,10
geology_cleaning_activity_small_model,loan_ratio,50
geology_cleaning_activity_small_model,interest_rate,8
geology_cleaning_activity_small_model,loan_term_years,5
geology_cleaning_activity_medium_model,rent_monthly,15000
geology_cleaning_activity_medium_model,salaries_monthly,45000
geology_cleaning_activity_medium_model,marketing_monthly,6000
geology_cleaning_activity_medium_model,utilities_monthly,3000
geology_cleaning_activity_medium_model,insurance_monthly,2000
geology_cleaning_activity_medium_model,revenue_growth_rate,5
geology_cleaning_activity_medium_model,cogs_ratio,35
geology_cleaning_activity_medium_model,vat_rate,15
geology_cleaning_activity_medium_model,corporate_tax_rate,20
geology_cleaning_activity_medium_model,annual_depreciation_rate,10
geology_cleaning_activity_medium_model,working_capital_days,30
geology_cleaning_activity_medium_model,discount_rate,10
geology_cleaning_activity_medium_model,loan_ratio,50
geology_cleaning_activity_medium_model,interest_rate,8
geology_cleaning_activity_medium_model,loan_term_years,5
geology_cleaning_activity_large_model,rent_monthly,40000
geology_cleaning_activity_large_model,salaries_monthly,120000
geology_cleaning_activity_large_model,marketing_monthly,18000
geology_cleaning_activity_large_model,utilities_monthly,8000
geology_cleaning_activity_large_model,insurance_monthly,5000
geology_cleaning_activity_large_model,revenue_growth_rate,5
geology_cleaning_activity_large_model,cogs_ratio,35
geology_cleaning_activity_large_model,vat_rate,15
geology_cleaning_activity_large_model,corporate_tax_rate,20
geology_cleaning_activity_large_model,annual_depreciation_rate,10
geology_cleaning_activity_large_model,working_capital_days,30
geology_cleaning_activity_large_model,discount_rate,10
geology_cleaning_activity_large_model,loan_ratio,50
geology_cleaning_activity_large_model,interest_rate,8
geology_cleaning_activity_large_model,loan_term_years,5
geology_security_activity_small_model,rent_monthly,5000
geology_security_activity_small_model,salaries_monthly,15000
geology_security_activity_small_model,marketing_monthly,2000
geology_security_activity_small_model,utilities_monthly,1000
geology_security_activity_small_model,insurance_monthly,800
geology_security_activity_small_model,revenue_growth_rate,5
geology_security_activity_small_model,cogs_ratio,35
geology_security_activity_small_model,vat_rate,15
geology_security_activity_small_model,corporate_tax_rate,20
geology_security_activity_small_model,annual_depreciation_rate,10
geology_security_activity_small_model,working_capital_days,30
geology_security_activity_small_model,discount_rate,10
geology_security_activity_small_model,loan_ratio,50
geology_security_activity_small_model,interest_rate,8
geology_security_activity_small_model,loan_term_years,5
geology_security_activity_medium_model,rent_monthly,15000
geology_security_activity_medium_model,salaries_monthly,45000
geology_security_activity_medium_model,marketing_monthly,6000
geology_security_activity_medium_model,utilities_monthly,3000
geology_security_activity_medium_model,insurance_monthly,2000
geology_security_activity_medium_model,revenue_growth_rate,5
geology_security_activity_medium_model,cogs_ratio,35
geology_security_activity_medium_model,vat_rate,15
geology_security_activity_medium_model,corporate_tax_rate,20
geology_security_activity_medium_model,annual_depreciation_rate,10
geology_security_activity_medium_model,working_capital_days,30
geology_security_activity_medium_model,discount_rate,10
geology_security_activity_medium_model,loan_ratio,50
geology_security_activity_medium_model,interest_rate,8
geology_security_activity_medium_model,loan_term_years,5
geology_security_activity_large_model,rent_monthly,40000
geology_security_activity_large_model,salaries_monthly,120000
geology_security_activity_large_model,marketing_monthly,18000
geology_security_activity_large_model,utilities_monthly,8000
geology_security_activity_large_model,insurance_monthly,5000
geology_security_activity_large_model,revenue_growth_rate,5
geology_security_activity_large_model,cogs_ratio,35
geology_security_activity_large_model,vat_rate,15
geology_security_activity_large_model,corporate_tax_rate,20
geology_security_activity_large_model,annual_depreciation_rate,10
geology_security_activity_large_model,working_capital_days,30
geology_security_activity_large_model,discount_rate,10
geology_security_activity_large_model,loan_ratio,50
geology_security_activity_large_model,interest_rate,8
geology_security_activity_large_model,loan_term_years,5
oil_gas_renewable_activity_small_model,rent_monthly,5000
oil_gas_renewable_activity_small_model,salaries_monthly,15000
oil_gas_renewable_activity_small_model,marketing_monthly,2000
oil_gas_renewable_activity_small_model,utilities_monthly,1000
oil_gas_renewable_activity_small_model,insurance_monthly,800
oil_gas_renewable_activity_small_model,revenue_growth_rate,5
oil_gas_renewable_activity_small_model,cogs_ratio,35
oil_gas_renewable_activity_small_model,vat_rate,15
oil_gas_renewable_activity_small_model,corporate_tax_rate,20
oil_gas_renewable_activity_small_model,annual_depreciation_rate,10
oil_gas_renewable_activity_small_model,working_capital_days,30
oil_gas_renewable_activity_small_model,discount_rate,10
oil_gas_renewable_activity_small_model,loan_ratio,50
oil_gas_renewable_activity_small_model,interest_rate,8
oil_gas_renewable_activity_small_model,loan_term_years,5
oil_gas_renewable_activity_medium_model,rent_monthly,15000
oil_gas_renewable_activity_medium_model,salaries_monthly,45000
oil_gas_renewable_activity_medium_model,marketing_monthly,6000
oil_gas_renewable_activity_medium_model,utilities_monthly,3000
oil_gas_renewable_activity_medium_model,insurance_monthly,2000
oil_gas_renewable_activity_medium_model,revenue_growth_rate,5
oil_gas_renewable_activity_medium_model,cogs_ratio,35
oil_gas_renewable_activity_medium_model,vat_rate,15
oil_gas_renewable_activity_medium_model,corporate_tax_rate,20
oil_gas_renewable_activity_medium_model,annual_depreciation_rate,10
oil_gas_renewable_activity_medium_model,working_capital_days,30
oil_gas_renewable_activity_medium_model,discount_rate,10
oil_gas_renewable_activity_medium_model,loan_ratio,50
oil_gas_renewable_activity_medium_model,interest_rate,8
oil_gas_renewable_activity_medium_model,loan_term_years,5
oil_gas_renewable_activity_large_model,rent_monthly,40000
oil_gas_renewable_activity_large_model,salaries_monthly,120000
oil_gas_renewable_activity_large_model,marketing_monthly,18000
oil_gas_renewable_activity_large_model,utilities_monthly,8000
oil_gas_renewable_activity_large_model,insurance_monthly,5000
oil_gas_renewable_activity_large_model,revenue_growth_rate,5
oil_gas_renewable_activity_large_model,cogs_ratio,35
oil_gas_renewable_activity_large_model,vat_rate,15
oil_gas_renewable_activity_large_model,corporate_tax_rate,20
oil_gas_renewable_activity_large_model,annual_depreciation_rate,10
oil_gas_renewable_activity_large_model,working_capital_days,30
oil_gas_renewable_activity_large_model,discount_rate,10
oil_gas_renewable_activity_large_model,loan_ratio,50
oil_gas_renewable_activity_large_model,interest_rate,8
oil_gas_renewable_activity_large_model,loan_term_years,5
oil_gas_oil_gas_activity_small_model,rent_monthly,5000
oil_gas_oil_gas_activity_small_model,salaries_monthly,15000
oil_gas_oil_gas_activity_small_model,marketing_monthly,2000
oil_gas_oil_gas_activity_small_model,utilities_monthly,1000
oil_gas_oil_gas_activity_small_model,insurance_monthly,800
oil_gas_oil_gas_activity_small_model,revenue_growth_rate,5
oil_gas_oil_gas_activity_small_model,cogs_ratio,35
oil_gas_oil_gas_activity_small_model,vat_rate,15
oil_gas_oil_gas_activity_small_model,corporate_tax_rate,20
oil_gas_oil_gas_activity_small_model,annual_depreciation_rate,10
oil_gas_oil_gas_activity_small_model,working_capital_days,30
oil_gas_oil_gas_activity_small_model,discount_rate,10
oil_gas_oil_gas_activity_small_model,loan_ratio,50
oil_gas_oil_gas_activity_small_model,interest_rate,8
oil_gas_oil_gas_activity_small_model,loan_term_years,5
oil_gas_oil_gas_activity_medium_model,rent_monthly,15000
oil_gas_oil_gas_activity_medium_model,salaries_monthly,45000
oil_gas_oil_gas_activity_medium_model,marketing_monthly,6000
oil_gas_oil_gas_activity_medium_model,utilities_monthly,3000
oil_gas_oil_gas_activity_medium_model,insurance_monthly,2000
oil_gas_oil_gas_activity_medium_model,revenue_growth_rate,5
oil_gas_oil_gas_activity_medium_model,cogs_ratio,35
oil_gas_oil_gas_activity_medium_model,vat_rate,15
oil_gas_oil_gas_activity_medium_model,corporate_tax_rate,20
oil_gas_oil_gas_activity_medium_model,annual_depreciation_rate,10
oil_gas_oil_gas_activity_medium_model,working_capital_days,30
oil_gas_oil_gas_activity_medium_model,discount_rate,10
oil_gas_oil_gas_activity_medium_model,loan_ratio,50
oil_gas_oil_gas_activity_medium_model,interest_rate,8
oil_gas_oil_gas_activity_medium_model,loan_term_years,5
oil_gas_oil_gas_activity_large_model,rent_monthly,40000
oil_gas_oil_gas_activity_large_model,salaries_monthly,120000
oil_gas_oil_gas_activity_large_model,marketing_monthly,18000
oil_gas_oil_gas_activity_large_model,utilities_monthly,8000
oil_gas_oil_gas_activity_large_model,insurance_monthly,5000
oil_gas_oil_gas_activity_large_model,revenue_growth_rate,5
oil_gas_oil_gas_activity_large_model,cogs_ratio,35
oil_gas_oil_gas_activity_large_model,vat_rate,15
oil_gas_oil_gas_activity_large_model,corporate_tax_rate,20
oil_gas_oil_gas_activity_large_model,annual_depreciation_rate,10
oil_gas_oil_gas_activity_large_model,working_capital_days,30
oil_gas_oil_gas_activity_large_model,discount_rate,10
oil_gas_oil_gas_activity_large_model,loan_ratio,50
oil_gas_oil_gas_activity_large_model,interest_rate,8
oil_gas_oil_gas_activity_large_model,loan_term_years,5
oil_gas_utilities_activity_small_model,rent_monthly,5000
oil_gas_utilities_activity_small_model,salaries_monthly,15000
oil_gas_utilities_activity_small_model,marketing_monthly,2000
oil_gas_utilities_activity_small_model,utilities_monthly,1000
oil_gas_utilities_activity_small_model,insurance_monthly,800
oil_gas_utilities_activity_small_model,revenue_growth_rate,5
oil_gas_utilities_activity_small_model,cogs_ratio,35
oil_gas_utilities_activity_small_model,vat_rate,15
oil_gas_utilities_activity_small_model,corporate_tax_rate,20
oil_gas_utilities_activity_small_model,annual_depreciation_rate,10
oil_gas_utilities_activity_small_model,working_capital_days,30
oil_gas_utilities_activity_small_model,discount_rate,10
oil_gas_utilities_activity_small_model,loan_ratio,50
oil_gas_utilities_activity_small_model,interest_rate,8
oil_gas_utilities_activity_small_model,loan_term_years,5
oil_gas_utilities_activity_medium_model,rent_monthly,15000
oil_gas_utilities_activity_medium_model,salaries_monthly,45000
oil_gas_utilities_activity_medium_model,marketing_monthly,6000
oil_gas_utilities_activity_medium_model,utilities_monthly,3000
oil_gas_utilities_activity_medium_model,insurance_monthly,2000
oil_gas_utilities_activity_medium_model,revenue_growth_rate,5
oil_gas_utilities_activity_medium_model,cogs_ratio,35
oil_gas_utilities_activity_medium_model,vat_rate,15
oil_gas_utilities_activity_medium_model,corporate_tax_rate,20
oil_gas_utilities_activity_medium_model,annual_depreciation_rate,10
oil_gas_utilities_activity_medium_model,working_capital_days,30
oil_gas_utilities_activity_medium_model,discount_rate,10
oil_gas_utilities_activity_medium_model,loan_ratio,50
oil_gas_utilities_activity_medium_model,interest_rate,8
oil_gas_utilities_activity_medium_model,loan_term_years,5
oil_gas_utilities_activity_large_model,rent_monthly,40000
oil_gas_utilities_activity_large_model,salaries_monthly,120000
oil_gas_utilities_activity_large_model,marketing_monthly,18000
oil_gas_utilities_activity_large_model,utilities_monthly,8000
oil_gas_utilities_activity_large_model,insurance_monthly,5000
oil_gas_utilities_activity_large_model,revenue_growth_rate,5
oil_gas_utilities_activity_large_model,cogs_ratio,35
oil_gas_utilities_activity_large_model,vat_rate,15
oil_gas_utilities_activity_large_model,corporate_tax_rate,20
oil_gas_utilities_activity_large_model,annual_depreciation_rate,10
oil_gas_utilities_activity_large_model,working_capital_days,30
oil_gas_utilities_activity_large_model,discount_rate,10
oil_gas_utilities_activity_large_model,loan_ratio,50
oil_gas_utilities_activity_large_model,interest_rate,8
oil_gas_utilities_activity_large_model,loan_term_years,5
oil_gas_efficiency_activity_small_model,rent_monthly,5000
oil_gas_efficiency_activity_small_model,salaries_monthly,15000
oil_gas_efficiency_activity_small_model,marketing_monthly,2000
oil_gas_efficiency_activity_small_model,utilities_monthly,1000
oil_gas_efficiency_activity_small_model,insurance_monthly,800
oil_gas_efficiency_activity_small_model,revenue_growth_rate,5
oil_gas_efficiency_activity_small_model,cogs_ratio,35
oil_gas_efficiency_activity_small_model,vat_rate,15
oil_gas_efficiency_activity_small_model,corporate_tax_rate,20
oil_gas_efficiency_activity_small_model,annual_depreciation_rate,10
oil_gas_efficiency_activity_small_model,working_capital_days,30
oil_gas_efficiency_activity_small_model,discount_rate,10
oil_gas_efficiency_activity_small_model,loan_ratio,50
oil_gas_efficiency_activity_small_model,interest_rate,8
oil_gas_efficiency_activity_small_model,loan_term_years,5
oil_gas_efficiency_activity_medium_model,rent_monthly,15000
oil_gas_efficiency_activity_medium_model,salaries_monthly,45000
oil_gas_efficiency_activity_medium_model,marketing_monthly,6000
oil_gas_efficiency_activity_medium_model,utilities_monthly,3000
oil_gas_efficiency_activity_medium_model,insurance_monthly,2000
oil_gas_efficiency_activity_medium_model,revenue_growth_rate,5
oil_gas_efficiency_activity_medium_model,cogs_ratio,35
oil_gas_efficiency_activity_medium_model,vat_rate,15
oil_gas_efficiency_activity_medium_model,corporate_tax_rate,20
oil_gas_efficiency_activity_medium_model,annual_depreciation_rate,10
oil_gas_efficiency_activity_medium_model,working_capital_days,30
oil_gas_efficiency_activity_medium_model,discount_rate,10
oil_gas_efficiency_activity_medium_model,loan_ratio,50
oil_gas_efficiency_activity_medium_model,interest_rate,8
oil_gas_efficiency_activity_medium_model,loan_term_years,5
oil_gas_efficiency_activity_large_model,rent_monthly,40000
oil_gas_efficiency_activity_large_model,salaries_monthly,120000
oil_gas_efficiency_activity_large_model,marketing_monthly,18000
oil_gas_efficiency_activity_large_model,utilities_monthly,8000
oil_gas_efficiency_activity_large_model,insurance_monthly,5000
oil_gas_efficiency_activity_large_model,revenue_growth_rate,5
oil_gas_efficiency_activity_large_model,cogs_ratio,35
oil_gas_efficiency_activity_large_model,vat_rate,15
oil_gas_efficiency_activity_large_model,corporate_tax_rate,20
oil_gas_efficiency_activity_large_model,annual_depreciation_rate,10
oil_gas_efficiency_activity_large_model,working_capital_days,30
oil_gas_efficiency_activity_large_model,discount_rate,10
oil_gas_efficiency_activity_large_model,loan_ratio,50
oil_gas_efficiency_activity_large_model,interest_rate,8
oil_gas_efficiency_activity_large_model,loan_term_years,5
oil_refineries_renewable_activity_small_model,rent_monthly,5000
oil_refineries_renewable_activity_small_model,salaries_monthly,15000
oil_refineries_renewable_activity_small_model,marketing_monthly,2000
oil_refineries_renewable_activity_small_model,utilities_monthly,1000
oil_refineries_renewable_activity_small_model,insurance_monthly,800
oil_refineries_renewable_activity_small_model,revenue_growth_rate,5
oil_refineries_renewable_activity_small_model,cogs_ratio,35
oil_refineries_renewable_activity_small_model,vat_rate,15
oil_refineries_renewable_activity_small_model,corporate_tax_rate,20
oil_refineries_renewable_activity_small_model,annual_depreciation_rate,10
oil_refineries_renewable_activity_small_model,working_capital_days,30
oil_refineries_renewable_activity_small_model,discount_rate,10
oil_refineries_renewable_activity_small_model,loan_ratio,50
oil_refineries_renewable_activity_small_model,interest_rate,8
oil_refineries_renewable_activity_small_model,loan_term_years,5
oil_refineries_renewable_activity_medium_model,rent_monthly,15000
oil_refineries_renewable_activity_medium_model,salaries_monthly,45000
oil_refineries_renewable_activity_medium_model,marketing_monthly,6000
oil_refineries_renewable_activity_medium_model,utilities_monthly,3000
oil_refineries_renewable_activity_medium_model,insurance_monthly,2000
oil_refineries_renewable_activity_medium_model,revenue_growth_rate,5
oil_refineries_renewable_activity_medium_model,cogs_ratio,35
oil_refineries_renewable_activity_medium_model,vat_rate,15
oil_refineries_renewable_activity_medium_model,corporate_tax_rate,20
oil_refineries_renewable_activity_medium_model,annual_depreciation_rate,10
oil_refineries_renewable_activity_medium_model,working_capital_days,30
oil_refineries_renewable_activity_medium_model,discount_rate,10
oil_refineries_renewable_activity_medium_model,loan_ratio,50
oil_refineries_renewable_activity_medium_model,interest_rate,8
oil_refineries_renewable_activity_medium_model,loan_term_years,5
oil_refineries_renewable_activity_large_model,rent_monthly,40000
oil_refineries_renewable_activity_large_model,salaries_monthly,120000
oil_refineries_renewable_activity_large_model,marketing_monthly,18000
oil_refineries_renewable_activity_large_model,utilities_monthly,8000
oil_refineries_renewable_activity_large_model,insurance_monthly,5000
oil_refineries_renewable_activity_large_model,revenue_growth_rate,5
oil_refineries_renewable_activity_large_model,cogs_ratio,35
oil_refineries_renewable_activity_large_model,vat_rate,15
oil_refineries_renewable_activity_large_model,corporate_tax_rate,20
oil_refineries_renewable_activity_large_model,annual_depreciation_rate,10
oil_refineries_renewable_activity_large_model,working_capital_days,30
oil_refineries_renewable_activity_large_model,discount_rate,10
oil_refineries_renewable_activity_large_model,loan_ratio,50
oil_refineries_renewable_activity_large_model,interest_rate,8
oil_refineries_renewable_activity_large_model,loan_term_years,5
oil_refineries_oil_gas_activity_small_model,rent_monthly,5000
oil_refineries_oil_gas_activity_small_model,salaries_monthly,15000
oil_refineries_oil_gas_activity_small_model,marketing_monthly,2000
oil_refineries_oil_gas_activity_small_model,utilities_monthly,1000
oil_refineries_oil_gas_activity_small_model,insurance_monthly,800
oil_refineries_oil_gas_activity_small_model,revenue_growth_rate,5
oil_refineries_oil_gas_activity_small_model,cogs_ratio,35
oil_refineries_oil_gas_activity_small_model,vat_rate,15
oil_refineries_oil_gas_activity_small_model,corporate_tax_rate,20
oil_refineries_oil_gas_activity_small_model,annual_depreciation_rate,10
oil_refineries_oil_gas_activity_small_model,working_capital_days,30
oil_refineries_oil_gas_activity_small_model,discount_rate,10
oil_refineries_oil_gas_activity_small_model,loan_ratio,50
oil_refineries_oil_gas_activity_small_model,interest_rate,8
oil_refineries_oil_gas_activity_small_model,loan_term_years,5
oil_refineries_oil_gas_activity_medium_model,rent_monthly,15000
oil_refineries_oil_gas_activity_medium_model,salaries_monthly,45000
oil_refineries_oil_gas_activity_medium_model,marketing_monthly,6000
oil_refineries_oil_gas_activity_medium_model,utilities_monthly,3000
oil_refineries_oil_gas_activity_medium_model,insurance_monthly,2000
oil_refineries_oil_gas_activity_medium_model,revenue_growth_rate,5
oil_refineries_oil_gas_activity_medium_model,cogs_ratio,35
oil_refineries_oil_gas_activity_medium_model,vat_rate,15
oil_refineries_oil_gas_activity_medium_model,corporate_tax_rate,20
oil_refineries_oil_gas_activity_medium_model,annual_depreciation_rate,10
oil_refineries_oil_gas_activity_medium_model,working_capital_days,30
oil_refineries_oil_gas_activity_medium_model,discount_rate,10
oil_refineries_oil_gas_activity_medium_model,loan_ratio,50
oil_refineries_oil_gas_activity_medium_model,interest_rate,8
oil_refineries_oil_gas_activity_medium_model,loan_term_years,5
oil_refineries_oil_gas_activity_large_model,rent_monthly,40000
oil_refineries_oil_gas_activity_large_model,salaries_monthly,120000
