activity_code,code,name_ar,name_en,description,sort_order
fisheries_security_activity,fisheries_security_activity_large,الأمن والحراسة كبير,Large Security Services,Large scale operation,255
real_estate_residential_activity,real_estate_residential_activity_small,السكني صغير,Small Residential,Small scale operation,256
real_estate_residential_activity,real_estate_residential_activity_medium,السكني متوسط,Medium Residential,Medium scale operation,257
real_estate_residential_activity,real_estate_residential_activity_large,السكني كبير,Large Residential,Large scale operation,258
real_estate_commercial_activity,real_estate_commercial_activity_small,التجاري صغير,Small Commercial,Small scale operation,259
real_estate_commercial_activity,real_estate_commercial_activity_medium,التجاري متوسط,Medium Commercial,Medium scale operation,260
real_estate_commercial_activity,real_estate_commercial_activity_large,التجاري كبير,Large Commercial,Large scale operation,261
real_estate_industrial_activity,real_estate_industrial_activity_small,الصناعي صغير,Small Industrial,Small scale operation,262
real_estate_industrial_activity,real_estate_industrial_activity_medium,الصناعي متوسط,Medium Industrial,Medium scale operation,263
real_estate_industrial_activity,real_estate_industrial_activity_large,الصناعي كبير,Large Industrial,Large scale operation,264
real_estate_brokerage_activity,real_estate_brokerage_activity_small,الوساطة العقارية صغير,Small Real Estate Brokerage,Small scale operation,265
real_estate_brokerage_activity,real_estate_brokerage_activity_medium,الوساطة العقارية متوسط,Medium Real Estate Brokerage,Medium scale operation,266
real_estate_brokerage_activity,real_estate_brokerage_activity_large,الوساطة العقارية كبير,Large Real Estate Brokerage,Large scale operation,267
contracting_consulting_activity,contracting_consulting_activity_small,الاستشارات صغير,Small Consulting,Small scale operation,268
contracting_consulting_activity,contracting_consulting_activity_medium,الاستشارات متوسط,Medium Consulting,Medium scale operation,269
contracting_consulting_activity,contracting_consulting_activity_large,الاستشارات كبير,Large Consulting,Large scale operation,270
contracting_maintenance_activity,contracting_maintenance_activity_small,الصيانة صغير,Small Maintenance,Small scale operation,271
contracting_maintenance_activity,contracting_maintenance_activity_medium,الصيانة متوسط,Medium Maintenance,Medium scale operation,272
contracting_maintenance_activity,contracting_maintenance_activity_large,الصيانة كبير,Large Maintenance,Large scale operation,273
contracting_cleaning_activity,contracting_cleaning_activity_small,النظافة صغير,Small Cleaning Services,Small scale operation,274
contracting_cleaning_activity,contracting_cleaning_activity_medium,النظافة متوسط,Medium Cleaning Services,Medium scale operation,275
contracting_cleaning_activity,contracting_cleaning_activity_large,النظافة كبير,Large Cleaning Services,Large scale operation,276
contracting_security_activity,contracting_security_activity_small,الأمن والحراسة صغير,Small Security Services,Small scale operation,277
contracting_security_activity,contracting_security_activity_medium,الأمن والحراسة متوسط,Medium Security Services,Medium scale operation,278
contracting_security_activity,contracting_security_activity_large,الأمن والحراسة كبير,Large Security Services,Large scale operation,279
industrial_cities_factories_activity,industrial_cities_factories_activity_small,المصانع صغير,Small Factories,Small scale operation,280
industrial_cities_factories_activity,industrial_cities_factories_activity_medium,المصانع متوسط,Medium Factories,Medium scale operation,281
industrial_cities_factories_activity,industrial_cities_factories_activity_large,المصانع كبير,Large Factories,Large scale operation,282
industrial_cities_workshops_activity,industrial_cities_workshops_activity_small,الورش صغير,Small Workshops,Small scale operation,283
industrial_cities_workshops_activity,industrial_cities_workshops_activity_medium,الورش متوسط,Medium Workshops,Medium scale operation,284
industrial_cities_workshops_activity,industrial_cities_workshops_activity_large,الورش كبير,Large Workshops,Large scale operation,285
industrial_cities_assembly_activity,industrial_cities_assembly_activity_small,التجميع صغير,Small Assembly,Small scale operation,286
industrial_cities_assembly_activity,industrial_cities_assembly_activity_medium,التجميع متوسط,Medium Assembly,Medium scale operation,287
industrial_cities_assembly_activity,industrial_cities_assembly_activity_large,التجميع كبير,Large Assembly,Large scale operation,288
industrial_cities_packaging_activity,industrial_cities_packaging_activity_small,التعبئة والتغليف صغير,Small Packaging,Small scale operation,289
industrial_cities_packaging_activity,industrial_cities_packaging_activity_medium,التعبئة والتغليف متوسط,Medium Packaging,Medium scale operation,290
industrial_cities_packaging_activity,industrial_cities_packaging_activity_large,التعبئة والتغليف كبير,Large Packaging,Large scale operation,291
logistics_transport_activity,logistics_transport_activity_small,النقل صغير,Small Transport,Small scale operation,292
logistics_transport_activity,logistics_transport_activity_medium,النقل متوسط,Medium Transport,Medium scale operation,293
logistics_transport_activity,logistics_transport_activity_large,النقل كبير,Large Transport,Large scale operation,294
logistics_warehousing_activity,logistics_warehousing_activity_small,التخزين صغير,Small Warehousing,Small scale operation,295
logistics_warehousing_activity,logistics_warehousing_activity_medium,التخزين متوسط,Medium Warehousing,Medium scale operation,296
logistics_warehousing_activity,logistics_warehousing_activity_large,التخزين كبير,Large Warehousing,Large scale operation,297
logistics_shipping_activity,logistics_shipping_activity_small,الشحن صغير,Small Shipping,Small scale operation,298
logistics_shipping_activity,logistics_shipping_activity_medium,الشحن متوسط,Medium Shipping,Medium scale operation,299
logistics_shipping_activity,logistics_shipping_activity_large,الشحن كبير,Large Shipping,Large scale operation,300
logistics_last_mile_activity,logistics_last_mile_activity_small,التوصيل الأخير صغير,Small Last Mile Delivery,Small scale operation,301
logistics_last_mile_activity,logistics_last_mile_activity_medium,التوصيل الأخير متوسط,Medium Last Mile Delivery,Medium scale operation,302
logistics_last_mile_activity,logistics_last_mile_activity_large,التوصيل الأخير كبير,Large Last Mile Delivery,Large scale operation,303
dry_warehouses_transport_activity,dry_warehouses_transport_activity_small,النقل صغير,Small Transport,Small scale operation,304
dry_warehouses_transport_activity,dry_warehouses_transport_activity_medium,النقل متوسط,Medium Transport,Medium scale operation,305
dry_warehouses_transport_activity,dry_warehouses_transport_activity_large,النقل كبير,Large Transport,Large scale operation,306
dry_warehouses_warehousing_activity,dry_warehouses_warehousing_activity_small,التخزين صغير,Small Warehousing,Small scale operation,307
dry_warehouses_warehousing_activity,dry_warehouses_warehousing_activity_medium,التخزين متوسط,Medium Warehousing,Medium scale operation,308
dry_warehouses_warehousing_activity,dry_warehouses_warehousing_activity_large,التخزين كبير,Large Warehousing,Large scale operation,309
dry_warehouses_shipping_activity,dry_warehouses_shipping_activity_small,الشحن صغير,Small Shipping,Small scale operation,310
dry_warehouses_shipping_activity,dry_warehouses_shipping_activity_medium,الشحن متوسط,Medium Shipping,Medium scale operation,311
dry_warehouses_shipping_activity,dry_warehouses_shipping_activity_large,الشحن كبير,Large Shipping,Large scale operation,312
dry_warehouses_last_mile_activity,dry_warehouses_last_mile_activity_small,التوصيل الأخير صغير,Small Last Mile Delivery,Small scale operation,313
dry_warehouses_last_mile_activity,dry_warehouses_last_mile_activity_medium,التوصيل الأخير متوسط,Medium Last Mile Delivery,Medium scale operation,314
dry_warehouses_last_mile_activity,dry_warehouses_last_mile_activity_large,التوصيل الأخير كبير,Large Last Mile Delivery,Large scale operation,315
cold_warehouses_transport_activity,cold_warehouses_transport_activity_small,النقل صغير,Small Transport,Small scale operation,316
cold_warehouses_transport_activity,cold_warehouses_transport_activity_medium,النقل متوسط,Medium Transport,Medium scale operation,317
cold_warehouses_transport_activity,cold_warehouses_transport_activity_large,النقل كبير,Large Transport,Large scale operation,318
cold_warehouses_warehousing_activity,cold_warehouses_warehousing_activity_small,التخزين صغير,Small Warehousing,Small scale operation,319
cold_warehouses_warehousing_activity,cold_warehouses_warehousing_activity_medium,التخزين متوسط,Medium Warehousing,Medium scale operation,320
cold_warehouses_warehousing_activity,cold_warehouses_warehousing_activity_large,التخزين كبير,Large Warehousing,Large scale operation,321
cold_warehouses_shipping_activity,cold_warehouses_shipping_activity_small,الشحن صغير,Small Shipping,Small scale operation,322
cold_warehouses_shipping_activity,cold_warehouses_shipping_activity_medium,الشحن متوسط,Medium Shipping,Medium scale operation,323
cold_warehouses_shipping_activity,cold_warehouses_shipping_activity_large,الشحن كبير,Large Shipping,Large scale operation,324
cold_warehouses_last_mile_activity,cold_warehouses_last_mile_activity_small,التوصيل الأخير صغير,Small Last Mile Delivery,Small scale operation,325
cold_warehouses_last_mile_activity,cold_warehouses_last_mile_activity_medium,التوصيل الأخير متوسط,Medium Last Mile Delivery,Medium scale operation,326
cold_warehouses_last_mile_activity,cold_warehouses_last_mile_activity_large,التوصيل الأخير كبير,Large Last Mile Delivery,Large scale operation,327
transport_transport_activity,transport_transport_activity_small,النقل صغير,Small Transport,Small scale operation,328
transport_transport_activity,transport_transport_activity_medium,النقل متوسط,Medium Transport,Medium scale operation,329
transport_transport_activity,transport_transport_activity_large,النقل كبير,Large Transport,Large scale operation,330
transport_warehousing_activity,transport_warehousing_activity_small,التخزين صغير,Small Warehousing,Small scale operation,331
transport_warehousing_activity,transport_warehousing_activity_medium,التخزين متوسط,Medium Warehousing,Medium scale operation,332
transport_warehousing_activity,transport_warehousing_activity_large,التخزين كبير,Large Warehousing,Large scale operation,333
transport_shipping_activity,transport_shipping_activity_small,الشحن صغير,Small Shipping,Small scale operation,334
transport_shipping_activity,transport_shipping_activity_medium,الشحن متوسط,Medium Shipping,Medium scale operation,335
transport_shipping_activity,transport_shipping_activity_large,الشحن كبير,Large Shipping,Large scale operation,336
transport_last_mile_activity,transport_last_mile_activity_small,التوصيل الأخير صغير,Small Last Mile Delivery,Small scale operation,337
transport_last_mile_activity,transport_last_mile_activity_medium,التوصيل الأخير متوسط,Medium Last Mile Delivery,Medium scale operation,338
transport_last_mile_activity,transport_last_mile_activity_large,التوصيل الأخير كبير,Large Last Mile Delivery,Large scale operation,339
ports_consulting_activity,ports_consulting_activity_small,الاستشارات صغير,Small Consulting,Small scale operation,340
ports_consulting_activity,ports_consulting_activity_medium,الاستشارات متوسط,Medium Consulting,Medium scale operation,341
ports_consulting_activity,ports_consulting_activity_large,الاستشارات كبير,Large Consulting,Large scale operation,342
ports_maintenance_activity,ports_maintenance_activity_small,الصيانة صغير,Small Maintenance,Small scale operation,343
ports_maintenance_activity,ports_maintenance_activity_medium,الصيانة متوسط,Medium Maintenance,Medium scale operation,344
ports_maintenance_activity,ports_maintenance_activity_large,الصيانة كبير,Large Maintenance,Large scale operation,345
ports_cleaning_activity,ports_cleaning_activity_small,النظافة صغير,Small Cleaning Services,Small scale operation,346
ports_cleaning_activity,ports_cleaning_activity_medium,النظافة متوسط,Medium Cleaning Services,Medium scale operation,347
ports_cleaning_activity,ports_cleaning_activity_large,النظافة كبير,Large Cleaning Services,Large scale operation,348
ports_security_activity,ports_security_activity_small,الأمن والحراسة صغير,Small Security Services,Small scale operation,349
ports_security_activity,ports_security_activity_medium,الأمن والحراسة متوسط,Medium Security Services,Medium scale operation,350
ports_security_activity,ports_security_activity_large,الأمن والحراسة كبير,Large Security Services,Large scale operation,351
aviation_consulting_activity,aviation_consulting_activity_small,الاستشارات صغير,Small Consulting,Small scale operation,352
aviation_consulting_activity,aviation_consulting_activity_medium,الاستشارات متوسط,Medium Consulting,Medium scale operation,353
aviation_consulting_activity,aviation_consulting_activity_large,الاستشارات كبير,Large Consulting,Large scale operation,354
aviation_maintenance_activity,aviation_maintenance_activity_small,الصيانة صغير,Small Maintenance,Small scale operation,355
aviation_maintenance_activity,aviation_maintenance_activity_medium,الصيانة متوسط,Medium Maintenance,Medium scale operation,356
aviation_maintenance_activity,aviation_maintenance_activity_large,الصيانة كبير,Large Maintenance,Large scale operation,357
aviation_cleaning_activity,aviation_cleaning_activity_small,النظافة صغير,Small Cleaning Services,Small scale operation,358
aviation_cleaning_activity,aviation_cleaning_activity_medium,النظافة متوسط,Medium Cleaning Services,Medium scale operation,359
aviation_cleaning_activity,aviation_cleaning_activity_large,النظافة كبير,Large Cleaning Services,Large scale operation,360
aviation_security_activity,aviation_security_activity_small,الأمن والحراسة صغير,Small Security Services,Small scale operation,361
aviation_security_activity,aviation_security_activity_medium,الأمن والحراسة متوسط,Medium Security Services,Medium scale operation,362
aviation_security_activity,aviation_security_activity_large,الأمن والحراسة كبير,Large Security Services,Large scale operation,363
private_aviation_consulting_activity,private_aviation_consulting_activity_small,الاستشارات صغير,Small Consulting,Small scale operation,364
private_aviation_consulting_activity,private_aviation_consulting_activity_medium,الاستشارات متوسط,Medium Consulting,Medium scale operation,365
private_aviation_consulting_activity,private_aviation_consulting_activity_large,الاستشارات كبير,Large Consulting,Large scale operation,366
private_aviation_maintenance_activity,private_aviation_maintenance_activity_small,الصيانة صغير,Small Maintenance,Small scale operation,367
private_aviation_maintenance_activity,private_aviation_maintenance_activity_medium,الصيانة متوسط,Medium Maintenance,Medium scale operation,368
private_aviation_maintenance_activity,private_aviation_maintenance_activity_large,الصيانة كبير,Large Maintenance,Large scale operation,369
private_aviation_cleaning_activity,private_aviation_cleaning_activity_small,النظافة صغير,Small Cleaning Services,Small scale operation,370
private_aviation_cleaning_activity,private_aviation_cleaning_activity_medium,النظافة متوسط,Medium Cleaning Services,Medium scale operation,371
private_aviation_cleaning_activity,private_aviation_cleaning_activity_large,النظافة كبير,Large Cleaning Services,Large scale operation,372
private_aviation_security_activity,private_aviation_security_activity_small,الأمن والحراسة صغير,Small Security Services,Small scale operation,373
private_aviation_security_activity,private_aviation_security_activity_medium,الأمن والحراسة متوسط,Medium Security Services,Medium scale operation,374
private_aviation_security_activity,private_aviation_security_activity_large,الأمن والحراسة كبير,Large Security Services,Large scale operation,375
hajj_umrah_consulting_activity,hajj_umrah_consulting_activity_small,الاستشارات صغير,Small Consulting,Small scale operation,376
hajj_umrah_consulting_activity,hajj_umrah_consulting_activity_medium,الاستشارات متوسط,Medium Consulting,Medium scale operation,377
hajj_umrah_consulting_activity,hajj_umrah_consulting_activity_large,الاستشارات كبير,Large Consulting,Large scale operation,378
hajj_umrah_maintenance_activity,hajj_umrah_maintenance_activity_small,الصيانة صغير,Small Maintenance,Small scale operation,379
hajj_umrah_maintenance_activity,hajj_umrah_maintenance_activity_medium,الصيانة متوسط,Medium Maintenance,Medium scale operation,380
hajj_umrah_maintenance_activity,hajj_umrah_maintenance_activity_large,الصيانة كبير,Large Maintenance,Large scale operation,381
hajj_umrah_cleaning_activity,hajj_umrah_cleaning_activity_small,النظافة صغير,Small Cleaning Services,Small scale operation,382
hajj_umrah_cleaning_activity,hajj_umrah_cleaning_activity_medium,النظافة متوسط,Medium Cleaning Services,Medium scale operation,383
hajj_umrah_cleaning_activity,hajj_umrah_cleaning_activity_large,النظافة كبير,Large Cleaning Services,Large scale operation,384
hajj_umrah_security_activity,hajj_umrah_security_activity_small,الأمن والحراسة صغير,Small Security Services,Small scale operation,385
hajj_umrah_security_activity,hajj_umrah_security_activity_medium,الأمن والحراسة متوسط,Medium Security Services,Medium scale operation,386
hajj_umrah_security_activity,hajj_umrah_security_activity_large,الأمن والحراسة كبير,Large Security Services,Large scale operation,387
tourism_events_activity,tourism_events_activity_small,الفعاليات صغير,Small Events,Small scale operation,388
tourism_events_activity,tourism_events_activity_medium,الفعاليات متوسط,Medium Events,Medium scale operation,389
tourism_events_activity,tourism_events_activity_large,الفعاليات كبير,Large Events,Large scale operation,390
tourism_media_activity,tourism_media_activity_small,الإعلام صغير,Small Media,Small scale operation,391
tourism_media_activity,tourism_media_activity_medium,الإعلام متوسط,Medium Media,Medium scale operation,392
tourism_media_activity,tourism_media_activity_large,الإعلام كبير,Large Media,Large scale operation,393
tourism_sports_activity,tourism_sports_activity_small,الرياضة صغير,Small Sports,Small scale operation,394
tourism_sports_activity,tourism_sports_activity_medium,الرياضة متوسط,Medium Sports,Medium scale operation,395
tourism_sports_activity,tourism_sports_activity_large,الرياضة كبير,Large Sports,Large scale operation,396
tourism_tourism_activity,tourism_tourism_activity_small,السياحة صغير,Small Tourism,Small scale operation,397
tourism_tourism_activity,tourism_tourism_activity_medium,السياحة متوسط,Medium Tourism,Medium scale operation,398
tourism_tourism_activity,tourism_tourism_activity_large,السياحة كبير,Large Tourism,Large scale operation,399
hospitality_software_activity,hospitality_software_activity_small,البرمجيات صغير,Small Software,Small scale operation,400
hospitality_software_activity,hospitality_software_activity_medium,البرمجيات متوسط,Medium Software,Medium scale operation,401
hospitality_software_activity,hospitality_software_activity_large,البرمجيات كبير,Large Software,Large scale operation,402
hospitality_hardware_activity,hospitality_hardware_activity_small,الأجهزة صغير,Small Hardware,Small scale operation,403
hospitality_hardware_activity,hospitality_hardware_activity_medium,الأجهزة متوسط,Medium Hardware,Medium scale operation,404
hospitality_hardware_activity,hospitality_hardware_activity_large,الأجهزة كبير,Large Hardware,Large scale operation,405
hospitality_it_services_activity,hospitality_it_services_activity_small,خدمات تكنولوجيا المعلومات صغير,Small IT Services,Small scale operation,406
hospitality_it_services_activity,hospitality_it_services_activity_medium,خدمات تكنولوجيا المعلومات متوسط,Medium IT Services,Medium scale operation,407
hospitality_it_services_activity,hospitality_it_services_activity_large,خدمات تكنولوجيا المعلومات كبير,Large IT Services,Large scale operation,408
hospitality_telecom_activity,hospitality_telecom_activity_small,الاتصالات صغير,Small Telecommunications,Small scale operation,409
hospitality_telecom_activity,hospitality_telecom_activity_medium,الاتصالات متوسط,Medium Telecommunications,Medium scale operation,410
hospitality_telecom_activity,hospitality_telecom_activity_large,الاتصالات كبير,Large Telecommunications,Large scale operation,411
entertainment_events_activity,entertainment_events_activity_small,الفعاليات صغير,Small Events,Small scale operation,412
entertainment_events_activity,entertainment_events_activity_medium,الفعاليات متوسط,Medium Events,Medium scale operation,413
entertainment_events_activity,entertainment_events_activity_large,الفعاليات كبير,Large Events,Large scale operation,414
entertainment_media_activity,entertainment_media_activity_small,الإعلام صغير,Small Media,Small scale operation,415
entertainment_media_activity,entertainment_media_activity_medium,الإعلام متوسط,Medium Media,Medium scale operation,416
entertainment_media_activity,entertainment_media_activity_large,الإعلام كبير,Large Media,Large scale operation,417
entertainment_sports_activity,entertainment_sports_activity_small,الرياضة صغير,Small Sports,Small scale operation,418
entertainment_sports_activity,entertainment_sports_activity_medium,الرياضة متوسط,Medium Sports,Medium scale operation,419
entertainment_sports_activity,entertainment_sports_activity_large,الرياضة كبير,Large Sports,Large scale operation,420
entertainment_tourism_activity,entertainment_tourism_activity_small,السياحة صغير,Small Tourism,Small scale operation,421
entertainment_tourism_activity,entertainment_tourism_activity_medium,السياحة متوسط,Medium Tourism,Medium scale operation,422
entertainment_tourism_activity,entertainment_tourism_activity_large,السياحة كبير,Large Tourism,Large scale operation,423
culture_consulting_activity,culture_consulting_activity_small,الاستشارات صغير,Small Consulting,Small scale operation,424
culture_consulting_activity,culture_consulting_activity_medium,الاستشارات متوسط,Medium Consulting,Medium scale operation,425
culture_consulting_activity,culture_consulting_activity_large,الاستشارات كبير,Large Consulting,Large scale operation,426
culture_maintenance_activity,culture_maintenance_activity_small,الصيانة صغير,Small Maintenance,Small scale operation,427
culture_maintenance_activity,culture_maintenance_activity_medium,الصيانة متوسط,Medium Maintenance,Medium scale operation,428
culture_maintenance_activity,culture_maintenance_activity_large,الصيانة كبير,Large Maintenance,Large scale operation,429
culture_cleaning_activity,culture_cleaning_activity_small,النظافة صغير,Small Cleaning Services,Small scale operation,430
culture_cleaning_activity,culture_cleaning_activity_medium,النظافة متوسط,Medium Cleaning Services,Medium scale operation,431
culture_cleaning_activity,culture_cleaning_activity_large,النظافة كبير,Large Cleaning Services,Large scale operation,432
culture_security_activity,culture_security_activity_small,الأمن والحراسة صغير,Small Security Services,Small scale operation,433
culture_security_activity,culture_security_activity_medium,الأمن والحراسة متوسط,Medium Security Services,Medium scale operation,434
culture_security_activity,culture_security_activity_large,الأمن والحراسة كبير,Large Security Services,Large scale operation,435
media_events_activity,media_events_activity_small,الفعاليات صغير,Small Events,Small scale operation,436
media_events_activity,media_events_activity_medium,الفعاليات متوسط,Medium Events,Medium scale operation,437
media_events_activity,media_events_activity_large,الفعاليات كبير,Large Events,Large scale operation,438
media_media_activity,media_media_activity_small,الإعلام صغير,Small Media,Small scale operation,439
media_media_activity,media_media_activity_medium,الإعلام متوسط,Medium Media,Medium scale operation,440
media_media_activity,media_media_activity_large,الإعلام كبير,Large Media,Large scale operation,441
media_sports_activity,media_sports_activity_small,الرياضة صغير,Small Sports,Small scale operation,442
media_sports_activity,media_sports_activity_medium,الرياضة متوسط,Medium Sports,Medium scale operation,443
media_sports_activity,media_sports_activity_large,الرياضة كبير,Large Sports,Large scale operation,444
media_tourism_activity,media_tourism_activity_small,السياحة صغير,Small Tourism,Small scale operation,445
media_tourism_activity,media_tourism_activity_medium,السياحة متوسط,Medium Tourism,Medium scale operation,446
media_tourism_activity,media_tourism_activity_large,السياحة كبير,Large Tourism,Large scale operation,447
advertising_consulting_activity,advertising_consulting_activity_small,الاستشارات صغير,Small Consulting,Small scale operation,448
advertising_consulting_activity,advertising_consulting_activity_medium,الاستشارات متوسط,Medium Consulting,Medium scale operation,449
advertising_consulting_activity,advertising_consulting_activity_large,الاستشارات كبير,Large Consulting,Large scale operation,450
advertising_maintenance_activity,advertising_maintenance_activity_small,الصيانة صغير,Small Maintenance,Small scale operation,451
advertising_maintenance_activity,advertising_maintenance_activity_medium,الصيانة متوسط,Medium Maintenance,Medium scale operation,452
advertising_maintenance_activity,advertising_maintenance_activity_large,الصيانة كبير,Large Maintenance,Large scale operation,453
advertising_cleaning_activity,advertising_cleaning_activity_small,النظافة صغير,Small Cleaning Services,Small scale operation,454
advertising_cleaning_activity,advertising_cleaning_activity_medium,النظافة متوسط,Medium Cleaning Services,Medium scale operation,455
advertising_cleaning_activity,advertising_cleaning_activity_large,النظافة كبير,Large Cleaning Services,Large scale operation,456
advertising_security_activity,advertising_security_activity_small,الأمن والحراسة صغير,Small Security Services,Small scale operation,457
advertising_security_activity,advertising_security_activity_medium,الأمن والحراسة متوسط,Medium Security Services,Medium scale operation,458
advertising_security_activity,advertising_security_activity_large,الأمن والحراسة كبير,Large Security Services,Large scale operation,459
technology_software_activity,technology_software_activity_small,البرمجيات صغير,Small Software,Small scale operation,460
technology_software_activity,technology_software_activity_medium,البرمجيات متوسط,Medium Software,Medium scale operation,461
technology_software_activity,technology_software_activity_large,البرمجيات كبير,Large Software,Large scale operation,462
technology_hardware_activity,technology_hardware_activity_small,الأجهزة صغير,Small Hardware,Small scale operation,463
technology_hardware_activity,technology_hardware_activity_medium,الأجهزة متوسط,Medium Hardware,Medium scale operation,464
technology_hardware_activity,technology_hardware_activity_large,الأجهزة كبير,Large Hardware,Large scale operation,465
technology_it_services_activity,technology_it_services_activity_small,خدمات تكنولوجيا المعلومات صغير,Small IT Services,Small scale operation,466
technology_it_services_activity,technology_it_services_activity_medium,خدمات تكنولوجيا المعلومات متوسط,Medium IT Services,Medium scale operation,467
technology_it_services_activity,technology_it_services_activity_large,خدمات تكنولوجيا المعلومات كبير,Large IT Services,Large scale operation,468
technology_telecom_activity,technology_telecom_activity_small,الاتصالات صغير,Small Telecommunications,Small scale operation,469
technology_telecom_activity,technology_telecom_activity_medium,الاتصالات متوسط,Medium Telecommunications,Medium scale operation,470
technology_telecom_activity,technology_telecom_activity_large,الاتصالات كبير,Large Telecommunications,Large scale operation,471
artificial_intelligence_consulting_activity,artificial_intelligence_consulting_activity_small,الاستشارات صغير,Small Consulting,Small scale operation,472
artificial_intelligence_consulting_activity,artificial_intelligence_consulting_activity_medium,الاستشارات متوسط,Medium Consulting,Medium scale operation,473
artificial_intelligence_consulting_activity,artificial_intelligence_consulting_activity_large,الاستشارات كبير,Large Consulting,Large scale operation,474
artificial_intelligence_maintenance_activity,artificial_intelligence_maintenance_activity_small,الصيانة صغير,Small Maintenance,Small scale operation,475
artificial_intelligence_maintenance_activity,artificial_intelligence_maintenance_activity_medium,الصيانة متوسط,Medium Maintenance,Medium scale operation,476
artificial_intelligence_maintenance_activity,artificial_intelligence_maintenance_activity_large,الصيانة كبير,Large Maintenance,Large scale operation,477
artificial_intelligence_cleaning_activity,artificial_intelligence_cleaning_activity_small,النظافة صغير,Small Cleaning Services,Small scale operation,478
artificial_intelligence_cleaning_activity,artificial_intelligence_cleaning_activity_medium,النظافة متوسط,Medium Cleaning Services,Medium scale operation,479
artificial_intelligence_cleaning_activity,artificial_intelligence_cleaning_activity_large,النظافة كبير,Large Cleaning Services,Large scale operation,480
artificial_intelligence_security_activity,artificial_intelligence_security_activity_small,الأمن والحراسة صغير,Small Security Services,Small scale operation,481
artificial_intelligence_security_activity,artificial_intelligence_security_activity_medium,الأمن والحراسة متوسط,Medium Security Services,Medium scale operation,482
artificial_intelligence_security_activity,artificial_intelligence_security_activity_large,الأمن والحراسة كبير,Large Security Services,Large scale operation,483
cybersecurity_software_activity,cybersecurity_software_activity_small,البرمجيات صغير,Small Software,Small scale operation,484
cybersecurity_software_activity,cybersecurity_software_activity_medium,البرمجيات متوسط,Medium Software,Medium scale operation,485
cybersecurity_software_activity,cybersecurity_software_activity_large,البرمجيات كبير,Large Software,Large scale operation,486
cybersecurity_hardware_activity,cybersecurity_hardware_activity_small,الأجهزة صغير,Small Hardware,Small scale operation,487
cybersecurity_hardware_activity,cybersecurity_hardware_activity_medium,الأجهزة متوسط,Medium Hardware,Medium scale operation,488
cybersecurity_hardware_activity,cybersecurity_hardware_activity_large,الأجهزة كبير,Large Hardware,Large scale operation,489
cybersecurity_it_services_activity,cybersecurity_it_services_activity_small,خدمات تكنولوجيا المعلومات صغير,Small IT Services,Small scale operation,490
cybersecurity_it_services_activity,cybersecurity_it_services_activity_medium,خدمات تكنولوجيا المعلومات متوسط,Medium IT Services,Medium scale operation,491
cybersecurity_it_services_activity,cybersecurity_it_services_activity_large,خدمات تكنولوجيا المعلومات كبير,Large IT Services,Large scale operation,492
cybersecurity_telecom_activity,cybersecurity_telecom_activity_small,الاتصالات صغير,Small Telecommunications,Small scale operation,493
cybersecurity_telecom_activity,cybersecurity_telecom_activity_medium,الاتصالات متوسط,Medium Telecommunications,Medium scale operation,494
cybersecurity_telecom_activity,cybersecurity_telecom_activity_large,الاتصالات كبير,Large Telecommunications,Large scale operation,495
commerce_retail_activity,commerce_retail_activity_small,التجزئة صغير,Small Retail,Small scale operation,496
commerce_retail_activity,commerce_retail_activity_medium,التجزئة متوسط,Medium Retail,Medium scale operation,497
commerce_retail_activity,commerce_retail_activity_large,التجزئة كبير,Large Retail,Large scale operation,498
commerce_wholesale_activity,commerce_wholesale_activity_small,الجملة صغير,Small Wholesale,Small scale operation,499
commerce_wholesale_activity,commerce_wholesale_activity_medium,الجملة متوسط,Medium Wholesale,Medium scale operation,500
commerce_wholesale_activity,commerce_wholesale_activity_large,الجملة كبير,Large Wholesale,Large scale operation,501
commerce_ecommerce_activity,commerce_ecommerce_activity_small,التجارة الإلكترونية صغير,Small E-Commerce,Small scale operation,502
commerce_ecommerce_activity,commerce_ecommerce_activity_medium,التجارة الإلكترونية متوسط,Medium E-Commerce,Medium scale operation,503
commerce_ecommerce_activity,commerce_ecommerce_activity_large,التجارة الإلكترونية كبير,Large E-Commerce,Large scale operation,504
commerce_import_export_activity,commerce_import_export_activity_small,الاستيراد والتصدير صغير,Small Import & Export,Small scale operation,505
commerce_import_export_activity,commerce_import_export_activity_medium,الاستيراد والتصدير متوسط,Medium Import & Export,Medium scale operation,506
commerce_import_export_activity,commerce_import_export_activity_large,الاستيراد والتصدير كبير,Large Import & Export,Large scale operation,507
ecommerce_retail_activity,ecommerce_retail_activity_small,التجزئة صغير,Small Retail,Small scale operation,508
ecommerce_retail_activity,ecommerce_retail_activity_medium,التجزئة متوسط,Medium Retail,Medium scale operation,509
ecommerce_retail_activity,ecommerce_retail_activity_large,التجزئة كبير,Large Retail,Large scale operation,510
ecommerce_wholesale_activity,ecommerce_wholesale_activity_small,الجملة صغير,Small Wholesale,Small scale operation,511
ecommerce_wholesale_activity,ecommerce_wholesale_activity_medium,الجملة متوسط,Medium Wholesale,Medium scale operation,512
ecommerce_wholesale_activity,ecommerce_wholesale_activity_large,الجملة كبير,Large Wholesale,Large scale operation,513
ecommerce_ecommerce_activity,ecommerce_ecommerce_activity_small,التجارة الإلكترونية صغير,Small E-Commerce,Small scale operation,514
