activity_detail_code,code,name_ar,name_en,size_category,model_type,capex_min,capex_max,revenue_min,revenue_max,employee_count_min,employee_count_max,typical_roi_months,is_published
water_maintenance_activity_small,water_maintenance_activity_small_model,نموذج الصيانة صغير,Small Maintenance Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
water_maintenance_activity_medium,water_maintenance_activity_medium_model,نموذج الصيانة متوسط,Medium Maintenance Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
water_maintenance_activity_large,water_maintenance_activity_large_model,نموذج الصيانة كبير,Large Maintenance Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
water_cleaning_activity_small,water_cleaning_activity_small_model,نموذج النظافة صغير,Small Cleaning Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
water_cleaning_activity_medium,water_cleaning_activity_medium_model,نموذج النظافة متوسط,Medium Cleaning Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
water_cleaning_activity_large,water_cleaning_activity_large_model,نموذج النظافة كبير,Large Cleaning Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
water_security_activity_small,water_security_activity_small_model,نموذج الأمن والحراسة صغير,Small Security Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
water_security_activity_medium,water_security_activity_medium_model,نموذج الأمن والحراسة متوسط,Medium Security Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
water_security_activity_large,water_security_activity_large_model,نموذج الأمن والحراسة كبير,Large Security Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
well_drilling_consulting_activity_small,well_drilling_consulting_activity_small_model,نموذج الاستشارات صغير,Small Consulting Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
well_drilling_consulting_activity_medium,well_drilling_consulting_activity_medium_model,نموذج الاستشارات متوسط,Medium Consulting Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
well_drilling_consulting_activity_large,well_drilling_consulting_activity_large_model,نموذج الاستشارات كبير,Large Consulting Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
well_drilling_maintenance_activity_small,well_drilling_maintenance_activity_small_model,نموذج الصيانة صغير,Small Maintenance Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
well_drilling_maintenance_activity_medium,well_drilling_maintenance_activity_medium_model,نموذج الصيانة متوسط,Medium Maintenance Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
well_drilling_maintenance_activity_large,well_drilling_maintenance_activity_large_model,نموذج الصيانة كبير,Large Maintenance Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
well_drilling_cleaning_activity_small,well_drilling_cleaning_activity_small_model,نموذج النظافة صغير,Small Cleaning Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
well_drilling_cleaning_activity_medium,well_drilling_cleaning_activity_medium_model,نموذج النظافة متوسط,Medium Cleaning Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
well_drilling_cleaning_activity_large,well_drilling_cleaning_activity_large_model,نموذج النظافة كبير,Large Cleaning Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
well_drilling_security_activity_small,well_drilling_security_activity_small_model,نموذج الأمن والحراسة صغير,Small Security Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
well_drilling_security_activity_medium,well_drilling_security_activity_medium_model,نموذج الأمن والحراسة متوسط,Medium Security Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
well_drilling_security_activity_large,well_drilling_security_activity_large_model,نموذج الأمن والحراسة كبير,Large Security Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
agriculture_farming_activity_small,agriculture_farming_activity_small_model,نموذج الزراعة صغير,Small Farming Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
agriculture_farming_activity_medium,agriculture_farming_activity_medium_model,نموذج الزراعة متوسط,Medium Farming Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
agriculture_farming_activity_large,agriculture_farming_activity_large_model,نموذج الزراعة كبير,Large Farming Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
agriculture_livestock_activity_small,agriculture_livestock_activity_small_model,نموذج تربية الحيوان صغير,Small Livestock Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
agriculture_livestock_activity_medium,agriculture_livestock_activity_medium_model,نموذج تربية الحيوان متوسط,Medium Livestock Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
agriculture_livestock_activity_large,agriculture_livestock_activity_large_model,نموذج تربية الحيوان كبير,Large Livestock Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
agriculture_processing_activity_small,agriculture_processing_activity_small_model,نموذج تجهيز المنتجات صغير,Small Processing Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
agriculture_processing_activity_medium,agriculture_processing_activity_medium_model,نموذج تجهيز المنتجات متوسط,Medium Processing Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
agriculture_processing_activity_large,agriculture_processing_activity_large_model,نموذج تجهيز المنتجات كبير,Large Processing Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
agriculture_distribution_activity_small,agriculture_distribution_activity_small_model,نموذج التوزيع صغير,Small Distribution Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
agriculture_distribution_activity_medium,agriculture_distribution_activity_medium_model,نموذج التوزيع متوسط,Medium Distribution Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
agriculture_distribution_activity_large,agriculture_distribution_activity_large_model,نموذج التوزيع كبير,Large Distribution Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
agricultural_inputs_farming_activity_small,agricultural_inputs_farming_activity_small_model,نموذج الزراعة صغير,Small Farming Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
agricultural_inputs_farming_activity_medium,agricultural_inputs_farming_activity_medium_model,نموذج الزراعة متوسط,Medium Farming Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
agricultural_inputs_farming_activity_large,agricultural_inputs_farming_activity_large_model,نموذج الزراعة كبير,Large Farming Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
agricultural_inputs_livestock_activity_small,agricultural_inputs_livestock_activity_small_model,نموذج تربية الحيوان صغير,Small Livestock Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
agricultural_inputs_livestock_activity_medium,agricultural_inputs_livestock_activity_medium_model,نموذج تربية الحيوان متوسط,Medium Livestock Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
agricultural_inputs_livestock_activity_large,agricultural_inputs_livestock_activity_large_model,نموذج تربية الحيوان كبير,Large Livestock Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
agricultural_inputs_processing_activity_small,agricultural_inputs_processing_activity_small_model,نموذج تجهيز المنتجات صغير,Small Processing Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
agricultural_inputs_processing_activity_medium,agricultural_inputs_processing_activity_medium_model,نموذج تجهيز المنتجات متوسط,Medium Processing Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
agricultural_inputs_processing_activity_large,agricultural_inputs_processing_activity_large_model,نموذج تجهيز المنتجات كبير,Large Processing Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
agricultural_inputs_distribution_activity_small,agricultural_inputs_distribution_activity_small_model,نموذج التوزيع صغير,Small Distribution Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
agricultural_inputs_distribution_activity_medium,agricultural_inputs_distribution_activity_medium_model,نموذج التوزيع متوسط,Medium Distribution Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
agricultural_inputs_distribution_activity_large,agricultural_inputs_distribution_activity_large_model,نموذج التوزيع كبير,Large Distribution Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
desertification_control_consulting_activity_small,desertification_control_consulting_activity_small_model,نموذج الاستشارات صغير,Small Consulting Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
desertification_control_consulting_activity_medium,desertification_control_consulting_activity_medium_model,نموذج الاستشارات متوسط,Medium Consulting Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
desertification_control_consulting_activity_large,desertification_control_consulting_activity_large_model,نموذج الاستشارات كبير,Large Consulting Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
desertification_control_maintenance_activity_small,desertification_control_maintenance_activity_small_model,نموذج الصيانة صغير,Small Maintenance Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
desertification_control_maintenance_activity_medium,desertification_control_maintenance_activity_medium_model,نموذج الصيانة متوسط,Medium Maintenance Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
desertification_control_maintenance_activity_large,desertification_control_maintenance_activity_large_model,نموذج الصيانة كبير,Large Maintenance Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
desertification_control_cleaning_activity_small,desertification_control_cleaning_activity_small_model,نموذج النظافة صغير,Small Cleaning Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
desertification_control_cleaning_activity_medium,desertification_control_cleaning_activity_medium_model,نموذج النظافة متوسط,Medium Cleaning Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
desertification_control_cleaning_activity_large,desertification_control_cleaning_activity_large_model,نموذج النظافة كبير,Large Cleaning Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
desertification_control_security_activity_small,desertification_control_security_activity_small_model,نموذج الأمن والحراسة صغير,Small Security Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
desertification_control_security_activity_medium,desertification_control_security_activity_medium_model,نموذج الأمن والحراسة متوسط,Medium Security Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
desertification_control_security_activity_large,desertification_control_security_activity_large_model,نموذج الأمن والحراسة كبير,Large Security Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
livestock_farming_activity_small,livestock_farming_activity_small_model,نموذج الزراعة صغير,Small Farming Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
livestock_farming_activity_medium,livestock_farming_activity_medium_model,نموذج الزراعة متوسط,Medium Farming Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
livestock_farming_activity_large,livestock_farming_activity_large_model,نموذج الزراعة كبير,Large Farming Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
livestock_livestock_activity_small,livestock_livestock_activity_small_model,نموذج تربية الحيوان صغير,Small Livestock Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
livestock_livestock_activity_medium,livestock_livestock_activity_medium_model,نموذج تربية الحيوان متوسط,Medium Livestock Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
livestock_livestock_activity_large,livestock_livestock_activity_large_model,نموذج تربية الحيوان كبير,Large Livestock Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
livestock_processing_activity_small,livestock_processing_activity_small_model,نموذج تجهيز المنتجات صغير,Small Processing Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
livestock_processing_activity_medium,livestock_processing_activity_medium_model,نموذج تجهيز المنتجات متوسط,Medium Processing Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
livestock_processing_activity_large,livestock_processing_activity_large_model,نموذج تجهيز المنتجات كبير,Large Processing Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
livestock_distribution_activity_small,livestock_distribution_activity_small_model,نموذج التوزيع صغير,Small Distribution Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
livestock_distribution_activity_medium,livestock_distribution_activity_medium_model,نموذج التوزيع متوسط,Medium Distribution Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
livestock_distribution_activity_large,livestock_distribution_activity_large_model,نموذج التوزيع كبير,Large Distribution Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
poultry_consulting_activity_small,poultry_consulting_activity_small_model,نموذج الاستشارات صغير,Small Consulting Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
poultry_consulting_activity_medium,poultry_consulting_activity_medium_model,نموذج الاستشارات متوسط,Medium Consulting Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
poultry_consulting_activity_large,poultry_consulting_activity_large_model,نموذج الاستشارات كبير,Large Consulting Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
poultry_maintenance_activity_small,poultry_maintenance_activity_small_model,نموذج الصيانة صغير,Small Maintenance Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
poultry_maintenance_activity_medium,poultry_maintenance_activity_medium_model,نموذج الصيانة متوسط,Medium Maintenance Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
poultry_maintenance_activity_large,poultry_maintenance_activity_large_model,نموذج الصيانة كبير,Large Maintenance Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
poultry_cleaning_activity_small,poultry_cleaning_activity_small_model,نموذج النظافة صغير,Small Cleaning Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
poultry_cleaning_activity_medium,poultry_cleaning_activity_medium_model,نموذج النظافة متوسط,Medium Cleaning Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
poultry_cleaning_activity_large,poultry_cleaning_activity_large_model,نموذج النظافة كبير,Large Cleaning Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
poultry_security_activity_small,poultry_security_activity_small_model,نموذج الأمن والحراسة صغير,Small Security Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
poultry_security_activity_medium,poultry_security_activity_medium_model,نموذج الأمن والحراسة متوسط,Medium Security Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
poultry_security_activity_large,poultry_security_activity_large_model,نموذج الأمن والحراسة كبير,Large Security Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
fisheries_consulting_activity_small,fisheries_consulting_activity_small_model,نموذج الاستشارات صغير,Small Consulting Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
fisheries_consulting_activity_medium,fisheries_consulting_activity_medium_model,نموذج الاستشارات متوسط,Medium Consulting Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
fisheries_consulting_activity_large,fisheries_consulting_activity_large_model,نموذج الاستشارات كبير,Large Consulting Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
fisheries_maintenance_activity_small,fisheries_maintenance_activity_small_model,نموذج الصيانة صغير,Small Maintenance Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
fisheries_maintenance_activity_medium,fisheries_maintenance_activity_medium_model,نموذج الصيانة متوسط,Medium Maintenance Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
fisheries_maintenance_activity_large,fisheries_maintenance_activity_large_model,نموذج الصيانة كبير,Large Maintenance Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
fisheries_cleaning_activity_small,fisheries_cleaning_activity_small_model,نموذج النظافة صغير,Small Cleaning Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
fisheries_cleaning_activity_medium,fisheries_cleaning_activity_medium_model,نموذج النظافة متوسط,Medium Cleaning Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
fisheries_cleaning_activity_large,fisheries_cleaning_activity_large_model,نموذج النظافة كبير,Large Cleaning Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
fisheries_security_activity_small,fisheries_security_activity_small_model,نموذج الأمن والحراسة صغير,Small Security Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
fisheries_security_activity_medium,fisheries_security_activity_medium_model,نموذج الأمن والحراسة متوسط,Medium Security Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
fisheries_security_activity_large,fisheries_security_activity_large_model,نموذج الأمن والحراسة كبير,Large Security Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
real_estate_residential_activity_small,real_estate_residential_activity_small_model,نموذج السكني صغير,Small Residential Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
real_estate_residential_activity_medium,real_estate_residential_activity_medium_model,نموذج السكني متوسط,Medium Residential Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
real_estate_residential_activity_large,real_estate_residential_activity_large_model,نموذج السكني كبير,Large Residential Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
real_estate_commercial_activity_small,real_estate_commercial_activity_small_model,نموذج التجاري صغير,Small Commercial Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
real_estate_commercial_activity_medium,real_estate_commercial_activity_medium_model,نموذج التجاري متوسط,Medium Commercial Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
real_estate_commercial_activity_large,real_estate_commercial_activity_large_model,نموذج التجاري كبير,Large Commercial Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
real_estate_industrial_activity_small,real_estate_industrial_activity_small_model,نموذج الصناعي صغير,Small Industrial Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
real_estate_industrial_activity_medium,real_estate_industrial_activity_medium_model,نموذج الصناعي متوسط,Medium Industrial Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
real_estate_industrial_activity_large,real_estate_industrial_activity_large_model,نموذج الصناعي كبير,Large Industrial Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
real_estate_brokerage_activity_small,real_estate_brokerage_activity_small_model,نموذج الوساطة العقارية صغير,Small Real Estate Brokerage Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
real_estate_brokerage_activity_medium,real_estate_brokerage_activity_medium_model,نموذج الوساطة العقارية متوسط,Medium Real Estate Brokerage Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
real_estate_brokerage_activity_large,real_estate_brokerage_activity_large_model,نموذج الوساطة العقارية كبير,Large Real Estate Brokerage Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
contracting_consulting_activity_small,contracting_consulting_activity_small_model,نموذج الاستشارات صغير,Small Consulting Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
contracting_consulting_activity_medium,contracting_consulting_activity_medium_model,نموذج الاستشارات متوسط,Medium Consulting Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
contracting_consulting_activity_large,contracting_consulting_activity_large_model,نموذج الاستشارات كبير,Large Consulting Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
contracting_maintenance_activity_small,contracting_maintenance_activity_small_model,نموذج الصيانة صغير,Small Maintenance Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
contracting_maintenance_activity_medium,contracting_maintenance_activity_medium_model,نموذج الصيانة متوسط,Medium Maintenance Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
contracting_maintenance_activity_large,contracting_maintenance_activity_large_model,نموذج الصيانة كبير,Large Maintenance Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
contracting_cleaning_activity_small,contracting_cleaning_activity_small_model,نموذج النظافة صغير,Small Cleaning Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
contracting_cleaning_activity_medium,contracting_cleaning_activity_medium_model,نموذج النظافة متوسط,Medium Cleaning Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
contracting_cleaning_activity_large,contracting_cleaning_activity_large_model,نموذج النظافة كبير,Large Cleaning Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
contracting_security_activity_small,contracting_security_activity_small_model,نموذج الأمن والحراسة صغير,Small Security Services Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
contracting_security_activity_medium,contracting_security_activity_medium_model,نموذج الأمن والحراسة متوسط,Medium Security Services Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
contracting_security_activity_large,contracting_security_activity_large_model,نموذج الأمن والحراسة كبير,Large Security Services Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
industrial_cities_factories_activity_small,industrial_cities_factories_activity_small_model,نموذج المصانع صغير,Small Factories Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
industrial_cities_factories_activity_medium,industrial_cities_factories_activity_medium_model,نموذج المصانع متوسط,Medium Factories Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
industrial_cities_factories_activity_large,industrial_cities_factories_activity_large_model,نموذج المصانع كبير,Large Factories Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
industrial_cities_workshops_activity_small,industrial_cities_workshops_activity_small_model,نموذج الورش صغير,Small Workshops Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
industrial_cities_workshops_activity_medium,industrial_cities_workshops_activity_medium_model,نموذج الورش متوسط,Medium Workshops Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
industrial_cities_workshops_activity_large,industrial_cities_workshops_activity_large_model,نموذج الورش كبير,Large Workshops Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
industrial_cities_assembly_activity_small,industrial_cities_assembly_activity_small_model,نموذج التجميع صغير,Small Assembly Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
industrial_cities_assembly_activity_medium,industrial_cities_assembly_activity_medium_model,نموذج التجميع متوسط,Medium Assembly Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
industrial_cities_assembly_activity_large,industrial_cities_assembly_activity_large_model,نموذج التجميع كبير,Large Assembly Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
industrial_cities_packaging_activity_small,industrial_cities_packaging_activity_small_model,نموذج التعبئة والتغليف صغير,Small Packaging Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
industrial_cities_packaging_activity_medium,industrial_cities_packaging_activity_medium_model,نموذج التعبئة والتغليف متوسط,Medium Packaging Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
industrial_cities_packaging_activity_large,industrial_cities_packaging_activity_large_model,نموذج التعبئة والتغليف كبير,Large Packaging Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
logistics_transport_activity_small,logistics_transport_activity_small_model,نموذج النقل صغير,Small Transport Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
logistics_transport_activity_medium,logistics_transport_activity_medium_model,نموذج النقل متوسط,Medium Transport Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
logistics_transport_activity_large,logistics_transport_activity_large_model,نموذج النقل كبير,Large Transport Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
logistics_warehousing_activity_small,logistics_warehousing_activity_small_model,نموذج التخزين صغير,Small Warehousing Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
logistics_warehousing_activity_medium,logistics_warehousing_activity_medium_model,نموذج التخزين متوسط,Medium Warehousing Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
logistics_warehousing_activity_large,logistics_warehousing_activity_large_model,نموذج التخزين كبير,Large Warehousing Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
logistics_shipping_activity_small,logistics_shipping_activity_small_model,نموذج الشحن صغير,Small Shipping Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
logistics_shipping_activity_medium,logistics_shipping_activity_medium_model,نموذج الشحن متوسط,Medium Shipping Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
logistics_shipping_activity_large,logistics_shipping_activity_large_model,نموذج الشحن كبير,Large Shipping Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
logistics_last_mile_activity_small,logistics_last_mile_activity_small_model,نموذج التوصيل الأخير صغير,Small Last Mile Delivery Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
logistics_last_mile_activity_medium,logistics_last_mile_activity_medium_model,نموذج التوصيل الأخير متوسط,Medium Last Mile Delivery Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
logistics_last_mile_activity_large,logistics_last_mile_activity_large_model,نموذج التوصيل الأخير كبير,Large Last Mile Delivery Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
dry_warehouses_transport_activity_small,dry_warehouses_transport_activity_small_model,نموذج النقل صغير,Small Transport Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
dry_warehouses_transport_activity_medium,dry_warehouses_transport_activity_medium_model,نموذج النقل متوسط,Medium Transport Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
dry_warehouses_transport_activity_large,dry_warehouses_transport_activity_large_model,نموذج النقل كبير,Large Transport Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
dry_warehouses_warehousing_activity_small,dry_warehouses_warehousing_activity_small_model,نموذج التخزين صغير,Small Warehousing Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
dry_warehouses_warehousing_activity_medium,dry_warehouses_warehousing_activity_medium_model,نموذج التخزين متوسط,Medium Warehousing Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
dry_warehouses_warehousing_activity_large,dry_warehouses_warehousing_activity_large_model,نموذج التخزين كبير,Large Warehousing Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
dry_warehouses_shipping_activity_small,dry_warehouses_shipping_activity_small_model,نموذج الشحن صغير,Small Shipping Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
dry_warehouses_shipping_activity_medium,dry_warehouses_shipping_activity_medium_model,نموذج الشحن متوسط,Medium Shipping Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
dry_warehouses_shipping_activity_large,dry_warehouses_shipping_activity_large_model,نموذج الشحن كبير,Large Shipping Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
dry_warehouses_last_mile_activity_small,dry_warehouses_last_mile_activity_small_model,نموذج التوصيل الأخير صغير,Small Last Mile Delivery Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
dry_warehouses_last_mile_activity_medium,dry_warehouses_last_mile_activity_medium_model,نموذج التوصيل الأخير متوسط,Medium Last Mile Delivery Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
dry_warehouses_last_mile_activity_large,dry_warehouses_last_mile_activity_large_model,نموذج التوصيل الأخير كبير,Large Last Mile Delivery Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
cold_warehouses_transport_activity_small,cold_warehouses_transport_activity_small_model,نموذج النقل صغير,Small Transport Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
cold_warehouses_transport_activity_medium,cold_warehouses_transport_activity_medium_model,نموذج النقل متوسط,Medium Transport Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
cold_warehouses_transport_activity_large,cold_warehouses_transport_activity_large_model,نموذج النقل كبير,Large Transport Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
cold_warehouses_warehousing_activity_small,cold_warehouses_warehousing_activity_small_model,نموذج التخزين صغير,Small Warehousing Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
cold_warehouses_warehousing_activity_medium,cold_warehouses_warehousing_activity_medium_model,نموذج التخزين متوسط,Medium Warehousing Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
cold_warehouses_warehousing_activity_large,cold_warehouses_warehousing_activity_large_model,نموذج التخزين كبير,Large Warehousing Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
cold_warehouses_shipping_activity_small,cold_warehouses_shipping_activity_small_model,نموذج الشحن صغير,Small Shipping Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
cold_warehouses_shipping_activity_medium,cold_warehouses_shipping_activity_medium_model,نموذج الشحن متوسط,Medium Shipping Model,medium,greenfield,400000,1000000,800000,2000000,6,15,24,true
cold_warehouses_shipping_activity_large,cold_warehouses_shipping_activity_large_model,نموذج الشحن كبير,Large Shipping Model,large,greenfield,1500000,5000000,2500000,8000000,16,40,36,true
cold_warehouses_last_mile_activity_small,cold_warehouses_last_mile_activity_small_model,نموذج التوصيل الأخير صغير,Small Last Mile Delivery Model,small,greenfield,100000,300000,200000,500000,2,5,18,true
